|film_id|category_id|title                      |category   |rating|release_year|rental_rate|last_update|
|293    |15         |EXORCIST STING             |Sports     |G     |2006        |2.99       |2006-02-15 |
|294    |16         |EXPECATIONS NATURAL        |Travel     |PG-13 |2006        |4.99       |2006-02-15 |
|295    |6          |EXPENDABLE STALLION        |Documentary|PG    |2006        |1.99       |2023-08-24 |
|296    |14         |EXPRESS LONELY             |Sci-Fi     |R     |2006        |2.99       |2006-02-15 |
|297    |4          |EXTRAORDINARY CONQUERER    |Classics   |G     |2006        |2.99       |2006-02-15 |
|298    |14         |EYES DRIVING               |Sci-Fi     |PG-13 |2006        |2.99       |2006-02-15 |
|299    |16         |FACTORY DRAGON             |Travel     |PG-13 |2006        |0.99       |2006-02-15 |
|300    |2          |FALCON VOLUME              |Animation  |PG-13 |2006        |4.99       |2006-02-15 |
|301    |11         |FAMILY SWEET               |Horror     |R     |2006        |0.99       |2006-02-15 |
|302    |10         |FANTASIA PARK              |Games      |G     |2006        |2.99       |2006-02-15 |
|303    |1          |FANTASY TROOPERS           |Action     |PG-13 |2006        |0.99       |2006-02-15 |
|304    |3          |FARGO GANDHI               |Children   |G     |2006        |2.99       |2006-02-15 |
|305    |13         |FATAL HAUNTED              |New        |PG    |2006        |1.99       |2023-08-24 |
|306    |10         |FEATHERS METAL             |Games      |PG-13 |2006        |0.99       |2006-02-15 |
|307    |16         |FELLOWSHIP AUTUMN          |Travel     |NC-17 |2006        |4.99       |2006-02-15 |
|308    |5          |FERRIS MOTHER              |Comedy     |PG    |2006        |1.99       |2023-08-24 |
|309    |8          |FEUD FROGMEN               |Family     |R     |2006        |0.99       |2006-02-15 |
|310    |10         |FEVER EMPIRE               |Games      |R     |2006        |4.99       |2006-02-15 |
|311    |9          |FICTION CHRISTMAS          |Foreign    |PG    |2006        |1.99       |2023-08-24 |
|312    |14         |FIDDLER LOST               |Sci-Fi     |R     |2006        |4.99       |2006-02-15 |
|313    |11         |FIDELITY DEVIL             |Horror     |G     |2006        |4.99       |2006-02-15 |
|314    |2          |FIGHT JAWBREAKER           |Animation  |R     |2006        |0.99       |2006-02-15 |
|315    |8          |FINDING ANACONDA           |Family     |R     |2006        |0.99       |2006-02-15 |
|316    |10         |FIRE WOLVES                |Games      |R     |2006        |4.99       |2006-02-15 |
|317    |5          |FIREBALL PHILADELPHIA      |Comedy     |PG    |2006        |1.99       |2023-08-24 |
|318    |1          |FIREHOUSE VIETNAM          |Action     |G     |2006        |0.99       |2006-02-15 |
|319    |14         |FISH OPUS                  |Sci-Fi     |R     |2006        |2.99       |2006-02-15 |
|320    |13         |FLAMINGOS CONNECTICUT      |New        |PG-13 |2006        |4.99       |2006-02-15 |
|321    |13         |FLASH WARS                 |New        |NC-17 |2006        |4.99       |2006-02-15 |
|322    |15         |FLATLINERS KILLER          |Sports     |G     |2006        |2.99       |2006-02-15 |
|323    |15         |FLIGHT LIES                |Sports     |R     |2006        |4.99       |2006-02-15 |
|324    |5          |FLINTSTONES HAPPINESS      |Comedy     |PG-13 |2006        |4.99       |2006-02-15 |
|325    |2          |FLOATS GARDEN              |Animation  |PG-13 |2006        |2.99       |2006-02-15 |
|326    |2          |FLYING HOOK                |Animation  |NC-17 |2006        |2.99       |2006-02-15 |
|327    |1          |FOOL MOCKINGBIRD           |Action     |PG    |2006        |1.99       |2023-08-24 |
|328    |3          |FOREVER CANDIDATE          |Children   |NC-17 |2006        |2.99       |2006-02-15 |
|329    |1          |FORREST SONS               |Action     |R     |2006        |2.99       |2006-02-15 |
|330    |2          |FORRESTER COMANCHEROS      |Animation  |NC-17 |2006        |4.99       |2006-02-15 |
|331    |10         |FORWARD TEMPLE             |Games      |NC-17 |2006        |2.99       |2006-02-15 |
|332    |5          |FRANKENSTEIN STRANGER      |Comedy     |NC-17 |2006        |0.99       |2006-02-15 |
|333    |12         |FREAKY POCUS               |Music      |R     |2006        |2.99       |2006-02-15 |
|334    |11         |FREDDY STORM               |Horror     |NC-17 |2006        |4.99       |2006-02-15 |
|335    |5          |FREEDOM CLEOPATRA          |Comedy     |PG-13 |2006        |0.99       |2006-02-15 |
|336    |6          |FRENCH HOLIDAY             |Documentary|PG    |2006        |1.99       |2023-08-24 |
|337    |9          |FRIDA SLIPPER              |Foreign    |R     |2006        |2.99       |2006-02-15 |
|338    |14         |FRISCO FORREST             |Sci-Fi     |PG    |2006        |1.99       |2023-08-24 |
|339    |16         |FROGMEN BREAKING           |Travel     |R     |2006        |0.99       |2006-02-15 |
|340    |13         |FRONTIER CABIN             |New        |PG-13 |2006        |4.99       |2006-02-15 |
|341    |4          |FROST HEAD                 |Classics   |PG    |2006        |1.99       |2023-08-24 |
|342    |16         |FUGITIVE MAGUIRE           |Travel     |R     |2006        |4.99       |2006-02-15 |
|343    |3          |FULL FLATLINERS            |Children   |PG    |2006        |1.99       |2023-08-24 |
|344    |3          |FURY MURDER                |Children   |PG-13 |2006        |0.99       |2006-02-15 |
|345    |8          |GABLES METROPOLIS          |Family     |PG    |2006        |1.99       |2023-08-24 |
|346    |4          |GALAXY SWEETHEARTS         |Classics   |R     |2006        |4.99       |2006-02-15 |
|347    |16         |GAMES BOWFINGER            |Travel     |PG-13 |2006        |4.99       |2006-02-15 |
|348    |8          |GANDHI KWAI                |Family     |PG-13 |2006        |0.99       |2006-02-15 |
|349    |2          |GANGS PRIDE                |Animation  |PG-13 |2006        |2.99       |2006-02-15 |
|350    |14         |GARDEN ISLAND              |Sci-Fi     |G     |2006        |4.99       |2006-02-15 |
|351    |11         |GASLIGHT CRUSADE           |Horror     |PG    |2006        |1.99       |2023-08-24 |
|352    |10         |GATHERING CALENDAR         |Games      |PG-13 |2006        |0.99       |2006-02-15 |
|353    |9          |GENTLEMEN STAGE            |Foreign    |NC-17 |2006        |2.99       |2006-02-15 |
|354    |3          |GHOST GROUNDHOG            |Children   |G     |2006        |4.99       |2006-02-15 |
|355    |2          |GHOSTBUSTERS ELF           |Animation  |R     |2006        |0.99       |2006-02-15 |
|356    |3          |GIANT TROOPERS             |Children   |R     |2006        |2.99       |2006-02-15 |
|357    |4          |GILBERT PELICAN            |Classics   |G     |2006        |0.99       |2006-02-15 |
|358    |4          |GILMORE BOILED             |Classics   |R     |2006        |0.99       |2006-02-15 |
|359    |8          |GLADIATOR WESTWARD         |Family     |PG    |2006        |1.99       |2023-08-24 |
|360    |1          |GLASS DYING                |Action     |G     |2006        |0.99       |2006-02-15 |
|361    |15         |GLEAMING JAWBREAKER        |Sports     |NC-17 |2006        |2.99       |2006-02-15 |
|362    |10         |GLORY TRACY                |Games      |PG-13 |2006        |2.99       |2006-02-15 |
|363    |12         |GO PURPLE                  |Music      |R     |2006        |0.99       |2006-02-15 |
|364    |13         |GODFATHER DIARY            |New        |NC-17 |2006        |2.99       |2006-02-15 |
|365    |5          |GOLD RIVER                 |Comedy     |R     |2006        |4.99       |2006-02-15 |
|366    |7          |GOLDFINGER SENSIBILITY     |Drama      |G     |2006        |0.99       |2006-02-15 |
|367    |14         |GOLDMINE TYCOON            |Sci-Fi     |R     |2006        |0.99       |2006-02-15 |
|368    |7          |GONE TROUBLE               |Drama      |R     |2006        |2.99       |2006-02-15 |
|369    |14         |GOODFELLAS SALUTE          |Sci-Fi     |PG    |2006        |1.99       |2023-08-24 |
|370    |3          |GORGEOUS BINGO             |Children   |R     |2006        |2.99       |2006-02-15 |
|371    |1          |GOSFORD DONNIE             |Action     |G     |2006        |4.99       |2006-02-15 |
|372    |15         |GRACELAND DYNAMITE         |Sports     |R     |2006        |4.99       |2006-02-15 |
|373    |3          |GRADUATE LORD              |Children   |G     |2006        |2.99       |2006-02-15 |
|374    |14         |GRAFFITI LOVE              |Sci-Fi     |PG    |2006        |1.99       |2023-08-24 |
|375    |1          |GRAIL FRANKENSTEIN         |Action     |NC-17 |2006        |2.99       |2006-02-15 |
|376    |9          |GRAPES FURY                |Foreign    |G     |2006        |0.99       |2006-02-15 |
|377    |8          |GREASE YOUTH               |Family     |G     |2006        |0.99       |2006-02-15 |
|378    |12         |GREATEST NORTH             |Music      |NC-17 |2006        |2.99       |2006-02-15 |
|379    |7          |GREEDY ROOTS               |Drama      |R     |2006        |0.99       |2006-02-15 |
|380    |9          |GREEK EVERYONE             |Foreign    |PG    |2006        |1.99       |2023-08-24 |
|381    |10         |GRINCH MASSAGE             |Games      |R     |2006        |4.99       |2006-02-15 |
|382    |10         |GRIT CLOCKWORK             |Games      |PG    |2006        |1.99       |2023-08-24 |
|383    |15         |GROOVE FICTION             |Sports     |NC-17 |2006        |0.99       |2006-02-15 |
|384    |12         |GROSSE WONDERFUL           |Music      |R     |2006        |4.99       |2006-02-15 |
|385    |5          |GROUNDHOG UNCUT            |Comedy     |PG-13 |2006        |4.99       |2006-02-15 |
|386    |16         |GUMP DATE                  |Travel     |NC-17 |2006        |4.99       |2006-02-15 |
|387    |10         |GUN BONNIE                 |Games      |G     |2006        |0.99       |2006-02-15 |
|388    |5          |GUNFIGHT MOON              |Comedy     |NC-17 |2006        |0.99       |2006-02-15 |
|389    |15         |GUNFIGHTER MUSSOLINI       |Sports     |PG-13 |2006        |2.99       |2006-02-15 |
|390    |14         |GUYS FALCON                |Sci-Fi     |R     |2006        |4.99       |2006-02-15 |
|391    |8          |HALF OUTFIELD              |Family     |PG-13 |2006        |2.99       |2006-02-15 |
|392    |3          |HALL CASSIDY               |Children   |NC-17 |2006        |4.99       |2006-02-15 |
|393    |6          |HALLOWEEN NUTS             |Documentary|PG-13 |2006        |2.99       |2006-02-15 |
|394    |14         |HAMLET WISDOM              |Sci-Fi     |R     |2006        |2.99       |2006-02-15 |
|395    |1          |HANDICAP BOONDOCK          |Action     |R     |2006        |0.99       |2006-02-15 |
|396    |7          |HANGING DEEP               |Drama      |G     |2006        |4.99       |2006-02-15 |
|397    |14         |HANKY OCTOBER              |Sci-Fi     |NC-17 |2006        |2.99       |2006-02-15 |
|398    |12         |HANOVER GALAXY             |Music      |NC-17 |2006        |4.99       |2006-02-15 |
|399    |9          |HAPPINESS UNITED           |Foreign    |G     |2006        |2.99       |2006-02-15 |
|400    |6          |HARDLY ROBBERS             |Documentary|R     |2006        |2.99       |2006-02-15 |
|401    |7          |HAROLD FRENCH              |Drama      |NC-17 |2006        |0.99       |2006-02-15 |
|402    |2          |HARPER DYING               |Animation  |G     |2006        |0.99       |2006-02-15 |
|403    |7          |HARRY IDAHO                |Drama      |PG-13 |2006        |4.99       |2006-02-15 |
|404    |5          |HATE HANDICAP              |Comedy     |PG    |2006        |1.99       |2023-08-24 |
|405    |16         |HAUNTED ANTITRUST          |Travel     |NC-17 |2006        |4.99       |2006-02-15 |
|406    |10         |HAUNTING PIANIST           |Games      |R     |2006        |0.99       |2006-02-15 |
|407    |6          |HAWK CHILL                 |Documentary|PG-13 |2006        |0.99       |2006-02-15 |
|408    |10         |HEAD STRANGER              |Games      |R     |2006        |4.99       |2006-02-15 |
|409    |3          |HEARTBREAKERS BRIGHT       |Children   |G     |2006        |4.99       |2006-02-15 |
|410    |5          |HEAVEN FREEDOM             |Comedy     |PG    |2006        |1.99       |2023-08-24 |
|411    |12         |HEAVENLY GUN               |Music      |NC-17 |2006        |4.99       |2006-02-15 |
|412    |6          |HEAVYWEIGHTS BEAST         |Documentary|G     |2006        |4.99       |2006-02-15 |
|413    |5          |HEDWIG ALTER               |Comedy     |NC-17 |2006        |2.99       |2006-02-15 |
|414    |9          |HELLFIGHTERS SIERRA        |Foreign    |PG    |2006        |1.99       |2023-08-24 |
|415    |11         |HIGH ENCINO                |Horror     |R     |2006        |2.99       |2006-02-15 |
|416    |9          |HIGHBALL POTTER            |Foreign    |R     |2006        |0.99       |2006-02-15 |
|417    |1          |HILLS NEIGHBORS            |Action     |G     |2006        |0.99       |2006-02-15 |
|418    |7          |HOBBIT ALIEN               |Drama      |PG-13 |2006        |0.99       |2006-02-15 |
|419    |8          |HOCUS FRIDA                |Family     |G     |2006        |2.99       |2006-02-15 |
|420    |15         |HOLES BRANNIGAN            |Sports     |PG    |2006        |1.99       |2023-08-24 |
|421    |9          |HOLIDAY GAMES              |Foreign    |PG-13 |2006        |4.99       |2006-02-15 |
|422    |14         |HOLLOW JEOPARDY            |Sci-Fi     |NC-17 |2006        |4.99       |2006-02-15 |
|423    |3          |HOLLYWOOD ANONYMOUS        |Children   |PG    |2006        |1.99       |2023-08-24 |
|424    |3          |HOLOCAUST HIGHBALL         |Children   |R     |2006        |0.99       |2006-02-15 |
|425    |4          |HOLY TADPOLE               |Classics   |R     |2006        |0.99       |2006-02-15 |
|426    |12         |HOME PITY                  |Music      |R     |2006        |4.99       |2006-02-15 |
|427    |6          |HOMEWARD CIDER             |Documentary|R     |2006        |0.99       |2006-02-15 |
|428    |8          |HOMICIDE PEACH             |Family     |PG-13 |2006        |2.99       |2006-02-15 |
|429    |15         |HONEY TIES                 |Sports     |R     |2006        |0.99       |2006-02-15 |
|430    |2          |HOOK CHARIOTS              |Animation  |G     |2006        |0.99       |2006-02-15 |
|431    |9          |HOOSIERS BIRDCAGE          |Foreign    |G     |2006        |2.99       |2006-02-15 |
|432    |4          |HOPE TOOTSIE               |Classics   |NC-17 |2006        |2.99       |2006-02-15 |
|433    |2          |HORN WORKING               |Animation  |PG    |2006        |1.99       |2023-08-24 |
|434    |16         |HORROR REIGN               |Travel     |R     |2006        |0.99       |2006-02-15 |
|435    |9          |HOTEL HAPPINESS            |Foreign    |PG-13 |2006        |4.99       |2006-02-15 |
|436    |13         |HOURS RAGE                 |New        |NC-17 |2006        |0.99       |2006-02-15 |
|437    |8          |HOUSE DYNAMITE             |Family     |R     |2006        |2.99       |2006-02-15 |
|438    |10         |HUMAN GRAFFITI             |Games      |NC-17 |2006        |2.99       |2006-02-15 |
|439    |7          |HUNCHBACK IMPOSSIBLE       |Drama      |PG-13 |2006        |4.99       |2006-02-15 |
|440    |9          |HUNGER ROOF                |Foreign    |G     |2006        |0.99       |2006-02-15 |
|441    |6          |HUNTER ALTER               |Documentary|PG-13 |2006        |2.99       |2006-02-15 |
|442    |8          |HUNTING MUSKETEERS         |Family     |NC-17 |2006        |2.99       |2006-02-15 |
|443    |5          |HURRICANE AFFAIR           |Comedy     |PG    |2006        |1.99       |2023-08-24 |
|444    |5          |HUSTLER PARTY              |Comedy     |NC-17 |2006        |4.99       |2006-02-15 |
|445    |4          |HYDE DOCTOR                |Classics   |G     |2006        |2.99       |2006-02-15 |
|446    |15         |HYSTERICAL GRAIL           |Sports     |PG    |2006        |1.99       |2023-08-24 |
|447    |10         |ICE CROSSING               |Games      |R     |2006        |2.99       |2006-02-15 |
|448    |13         |IDAHO LOVE                 |New        |PG-13 |2006        |2.99       |2006-02-15 |
|449    |14         |IDENTITY LOVER             |Sci-Fi     |PG-13 |2006        |2.99       |2006-02-15 |
|450    |3          |IDOLS SNATCHERS            |Children   |NC-17 |2006        |2.99       |2006-02-15 |
|451    |16         |IGBY MAKER                 |Travel     |NC-17 |2006        |4.99       |2006-02-15 |
|452    |9          |ILLUSION AMELIE            |Foreign    |R     |2006        |0.99       |2006-02-15 |
|453    |15         |IMAGE PRINCESS             |Sports     |PG-13 |2006        |2.99       |2006-02-15 |
|454    |12         |IMPACT ALADDIN             |Music      |PG-13 |2006        |0.99       |2006-02-15 |
|455    |9          |IMPOSSIBLE PREJUDICE       |Foreign    |NC-17 |2006        |4.99       |2006-02-15 |
|456    |2          |INCH JET                   |Animation  |NC-17 |2006        |4.99       |2006-02-15 |
|457    |6          |INDEPENDENCE HOTEL         |Documentary|NC-17 |2006        |0.99       |2006-02-15 |
|458    |8          |INDIAN LOVE                |Family     |NC-17 |2006        |0.99       |2006-02-15 |
|459    |9          |INFORMER DOUBLE            |Foreign    |NC-17 |2006        |4.99       |2006-02-15 |
|460    |9          |INNOCENT USUAL             |Foreign    |PG-13 |2006        |4.99       |2006-02-15 |
|461    |2          |INSECTS STONE              |Animation  |NC-17 |2006        |0.99       |2006-02-15 |
|462    |12         |INSIDER ARIZONA            |Music      |NC-17 |2006        |2.99       |2006-02-15 |
|463    |15         |INSTINCT AIRPORT           |Sports     |PG    |2006        |1.99       |2023-08-24 |
|464    |2          |INTENTIONS EMPIRE          |Animation  |PG-13 |2006        |2.99       |2006-02-15 |
|465    |13         |INTERVIEW LIAISONS         |New        |R     |2006        |4.99       |2006-02-15 |
|466    |6          |INTOLERABLE INTENTIONS     |Documentary|PG-13 |2006        |4.99       |2006-02-15 |
|467    |9          |INTRIGUE WORST             |Foreign    |G     |2006        |0.99       |2006-02-15 |
|468    |3          |INVASION CYCLONE           |Children   |PG    |2006        |1.99       |2023-08-24 |
|469    |4          |IRON MOON                  |Classics   |PG    |2006        |1.99       |2023-08-24 |
|470    |2          |ISHTAR ROCKETEER           |Animation  |R     |2006        |4.99       |2006-02-15 |
|471    |4          |ISLAND EXORCIST            |Classics   |NC-17 |2006        |2.99       |2006-02-15 |
|472    |16         |ITALIAN AFRICAN            |Travel     |G     |2006        |4.99       |2006-02-15 |
|473    |7          |JACKET FRISCO              |Drama      |PG-13 |2006        |2.99       |2006-02-15 |
|474    |15         |JADE BUNCH                 |Sports     |NC-17 |2006        |2.99       |2006-02-15 |
|475    |11         |JAPANESE RUN               |Horror     |G     |2006        |0.99       |2006-02-15 |
|476    |8          |JASON TRAP                 |Family     |NC-17 |2006        |2.99       |2006-02-15 |
|477    |12         |JAWBREAKER BROOKLYN        |Music      |PG    |2006        |1.99       |2023-08-24 |
|478    |5          |JAWS HARRY                 |Comedy     |G     |2006        |2.99       |2006-02-15 |
|479    |8          |JEDI BENEATH               |Family     |PG    |2006        |1.99       |2023-08-24 |
|480    |4          |JEEPERS WEDDING            |Classics   |R     |2006        |2.99       |2006-02-15 |
|481    |13         |JEKYLL FROGMEN             |New        |PG    |2006        |1.99       |2023-08-24 |
|482    |4          |JEOPARDY ENCINO            |Classics   |R     |2006        |0.99       |2006-02-15 |
|483    |10         |JERICHO MULAN              |Games      |NC-17 |2006        |2.99       |2006-02-15 |
|484    |4          |JERK PAYCHECK              |Classics   |NC-17 |2006        |2.99       |2006-02-15 |
|485    |3          |JERSEY SASSY               |Children   |PG    |2006        |1.99       |2023-08-24 |
|486    |9          |JET NEIGHBORS              |Foreign    |R     |2006        |4.99       |2006-02-15 |
|487    |4          |JINGLE SAGEBRUSH           |Classics   |PG-13 |2006        |4.99       |2006-02-15 |
|488    |15         |JOON NORTHWEST             |Sports     |NC-17 |2006        |0.99       |2006-02-15 |
|489    |2          |JUGGLER HARDLY             |Animation  |PG-13 |2006        |0.99       |2006-02-15 |
|490    |13         |JUMANJI BLADE              |New        |G     |2006        |2.99       |2006-02-15 |
|491    |3          |JUMPING WRATH              |Children   |NC-17 |2006        |0.99       |2006-02-15 |
|492    |13         |JUNGLE CLOSER              |New        |NC-17 |2006        |0.99       |2006-02-15 |
|493    |9          |KANE EXORCIST              |Foreign    |R     |2006        |0.99       |2006-02-15 |
|494    |11         |KARATE MOON                |Horror     |PG-13 |2006        |0.99       |2006-02-15 |
|495    |11         |KENTUCKIAN GIANT           |Horror     |PG    |2006        |1.99       |2023-08-24 |
|496    |16         |KICK SAVANNAH              |Travel     |PG-13 |2006        |0.99       |2006-02-15 |
|497    |6          |KILL BROTHERHOOD           |Documentary|G     |2006        |0.99       |2006-02-15 |
|498    |8          |KILLER INNOCENT            |Family     |R     |2006        |2.99       |2006-02-15 |
|499    |8          |KING EVOLUTION             |Family     |NC-17 |2006        |4.99       |2006-02-15 |
|500    |9          |KISS GLORY                 |Foreign    |PG-13 |2006        |4.99       |2006-02-15 |
|501    |1          |KISSING DOLLS              |Action     |R     |2006        |4.99       |2006-02-15 |
|502    |5          |KNOCK WARLOCK              |Comedy     |PG-13 |2006        |2.99       |2006-02-15 |
|503    |15         |KRAMER CHOCOLATE           |Sports     |R     |2006        |2.99       |2006-02-15 |
|504    |7          |KWAI HOMEWARD              |Drama      |PG-13 |2006        |0.99       |2006-02-15 |
|505    |3          |LABYRINTH LEAGUE           |Children   |PG-13 |2006        |2.99       |2006-02-15 |
|506    |11         |LADY STAGE                 |Horror     |PG    |2006        |1.99       |2023-08-24 |
|507    |10         |LADYBUGS ARMAGEDDON        |Games      |NC-17 |2006        |0.99       |2006-02-15 |
|508    |10         |LAMBS CINCINATTI           |Games      |PG-13 |2006        |4.99       |2006-02-15 |
|509    |3          |LANGUAGE COWBOY            |Children   |NC-17 |2006        |0.99       |2006-02-15 |
|510    |2          |LAWLESS VISION             |Animation  |G     |2006        |4.99       |2006-02-15 |
|511    |1          |LAWRENCE LOVE              |Action     |NC-17 |2006        |0.99       |2006-02-15 |
|512    |4          |LEAGUE HELLFIGHTERS        |Classics   |PG-13 |2006        |4.99       |2006-02-15 |
|513    |16         |LEATHERNECKS DWARFS        |Travel     |PG-13 |2006        |2.99       |2006-02-15 |
|514    |7          |LEBOWSKI SOLDIERS          |Drama      |PG-13 |2006        |2.99       |2006-02-15 |
|515    |3          |LEGALLY SECRETARY          |Children   |PG    |2006        |1.99       |2023-08-24 |
|516    |12         |LEGEND JEDI                |Music      |PG    |2006        |1.99       |2023-08-24 |
|517    |15         |LESSON CLEOPATRA           |Sports     |NC-17 |2006        |0.99       |2006-02-15 |
|518    |16         |LIAISONS SWEET             |Travel     |PG    |2006        |1.99       |2023-08-24 |
|519    |15         |LIBERTY MAGNIFICENT        |Sports     |G     |2006        |2.99       |2006-02-15 |
|520    |14         |LICENSE WEEKEND            |Sci-Fi     |NC-17 |2006        |2.99       |2006-02-15 |
|521    |7          |LIES TREATMENT             |Drama      |NC-17 |2006        |4.99       |2006-02-15 |
|522    |5          |LIFE TWISTED               |Comedy     |NC-17 |2006        |2.99       |2006-02-15 |
|523    |4          |LIGHTS DEER                |Classics   |R     |2006        |0.99       |2006-02-15 |
|524    |5          |LION UNCUT                 |Comedy     |PG    |2006        |1.99       |2023-08-24 |
|525    |4          |LOATHING LEGALLY           |Classics   |R     |2006        |0.99       |2006-02-15 |
|526    |16         |LOCK REAR                  |Travel     |R     |2006        |2.99       |2006-02-15 |
|527    |11         |LOLA AGENT                 |Horror     |PG    |2006        |1.99       |2023-08-24 |
|528    |8          |LOLITA WORLD               |Family     |NC-17 |2006        |2.99       |2006-02-15 |
|529    |5          |LONELY ELEPHANT            |Comedy     |G     |2006        |2.99       |2006-02-15 |
|530    |1          |LORD ARIZONA               |Action     |PG-13 |2006        |2.99       |2006-02-15 |
|531    |9          |LOSE INCH                  |Foreign    |R     |2006        |0.99       |2006-02-15 |
|532    |15         |LOSER HUSTLER              |Sports     |PG    |2006        |1.99       |2023-08-24 |
|533    |9          |LOST BIRD                  |Foreign    |PG-13 |2006        |2.99       |2006-02-15 |
|534    |8          |LOUISIANA HARRY            |Family     |PG-13 |2006        |0.99       |2006-02-15 |
|535    |11         |LOVE SUICIDES              |Horror     |R     |2006        |0.99       |2006-02-15 |
|536    |4          |LOVELY JINGLE              |Classics   |PG    |2006        |1.99       |2023-08-24 |
|537    |4          |LOVER TRUMAN               |Classics   |G     |2006        |2.99       |2006-02-15 |
|538    |13         |LOVERBOY ATTACKS           |New        |PG-13 |2006        |0.99       |2006-02-15 |
|539    |7          |LUCK OPUS                  |Drama      |NC-17 |2006        |2.99       |2006-02-15 |
|540    |12         |LUCKY FLYING               |Music      |PG-13 |2006        |2.99       |2006-02-15 |
|541    |2          |LUKE MUMMY                 |Animation  |NC-17 |2006        |2.99       |2006-02-15 |
|542    |1          |LUST LOCK                  |Action     |G     |2006        |2.99       |2006-02-15 |
|543    |16         |MADIGAN DORADO             |Travel     |R     |2006        |4.99       |2006-02-15 |
|544    |6          |MADISON TRAP               |Documentary|R     |2006        |2.99       |2006-02-15 |
|545    |9          |MADNESS ATTACKS            |Foreign    |PG-13 |2006        |0.99       |2006-02-15 |
|546    |10         |MADRE GABLES               |Games      |PG-13 |2006        |2.99       |2006-02-15 |
|547    |3          |MAGIC MALLRATS             |Children   |PG    |2006        |1.99       |2023-08-24 |
|548    |4          |MAGNIFICENT CHITTY         |Classics   |R     |2006        |2.99       |2006-02-15 |
|549    |1          |MAGNOLIA FORRESTER         |Action     |PG-13 |2006        |0.99       |2006-02-15 |
|550    |8          |MAGUIRE APACHE             |Family     |NC-17 |2006        |2.99       |2006-02-15 |
|551    |13         |MAIDEN HOME                |New        |PG    |2006        |1.99       |2023-08-24 |
|552    |6          |MAJESTIC FLOATS            |Documentary|PG    |2006        |1.99       |2023-08-24 |
|553    |3          |MAKER GABLES               |Children   |PG-13 |2006        |0.99       |2006-02-15 |
|554    |4          |MALKOVICH PET              |Classics   |G     |2006        |2.99       |2006-02-15 |
|555    |5          |MALLRATS UNITED            |Comedy     |PG    |2006        |1.99       |2023-08-24 |
|556    |10         |MALTESE HOPE               |Games      |PG-13 |2006        |4.99       |2006-02-15 |
|557    |8          |MANCHURIAN CURTAIN         |Family     |PG    |2006        |1.99       |2023-08-24 |
|558    |13         |MANNEQUIN WORST            |New        |PG-13 |2006        |2.99       |2006-02-15 |
|559    |14         |MARRIED GO                 |Sci-Fi     |G     |2006        |2.99       |2006-02-15 |
|560    |10         |MARS ROMAN                 |Games      |NC-17 |2006        |0.99       |2006-02-15 |
|561    |13         |MASK PEACH                 |New        |NC-17 |2006        |2.99       |2006-02-15 |
|562    |12         |MASKED BUBBLE              |Music      |PG-13 |2006        |0.99       |2006-02-15 |
|563    |10         |MASSACRE USUAL             |Games      |R     |2006        |4.99       |2006-02-15 |
|564    |2          |MASSAGE IMAGE              |Animation  |PG    |2006        |1.99       |2023-08-24 |
|565    |9          |MATRIX SNOWMAN             |Foreign    |PG-13 |2006        |4.99       |2006-02-15 |
|566    |9          |MAUDE MOD                  |Foreign    |R     |2006        |0.99       |2006-02-15 |
|567    |9          |MEET CHOCOLATE             |Foreign    |G     |2006        |2.99       |2006-02-15 |
|568    |5          |MEMENTO ZOOLANDER          |Comedy     |NC-17 |2006        |4.99       |2006-02-15 |
|569    |2          |MENAGERIE RUSHMORE         |Animation  |G     |2006        |2.99       |2006-02-15 |
|570    |15         |MERMAID INSECTS            |Sports     |NC-17 |2006        |4.99       |2006-02-15 |
|571    |6          |METAL ARMAGEDDON           |Documentary|PG-13 |2006        |2.99       |2006-02-15 |
|572    |14         |METROPOLIS COMA            |Sci-Fi     |PG-13 |2006        |2.99       |2006-02-15 |
|573    |3          |MICROCOSMOS PARADISE       |Children   |PG-13 |2006        |2.99       |2006-02-15 |
|574    |1          |MIDNIGHT WESTWARD          |Action     |G     |2006        |0.99       |2006-02-15 |
|575    |6          |MIDSUMMER GROUNDHOG        |Documentary|G     |2006        |4.99       |2006-02-15 |
|576    |6          |MIGHTY LUCK                |Documentary|PG    |2006        |1.99       |2023-08-24 |
|577    |15         |MILE MULAN                 |Sports     |PG    |2006        |1.99       |2023-08-24 |
|578    |4          |MILLION ACE                |Classics   |PG-13 |2006        |4.99       |2006-02-15 |
|579    |1          |MINDS TRUMAN               |Action     |PG-13 |2006        |4.99       |2006-02-15 |
|580    |13         |MINE TITANS                |New        |PG-13 |2006        |4.99       |2006-02-15 |
|581    |12         |MINORITY KISS              |Music      |G     |2006        |0.99       |2006-02-15 |
|582    |2          |MIRACLE VIRTUAL            |Animation  |PG-13 |2006        |2.99       |2006-02-15 |
|583    |2          |MISSION ZOOLANDER          |Animation  |PG-13 |2006        |4.99       |2006-02-15 |
|584    |9          |MIXED DOORS                |Foreign    |PG-13 |2006        |2.99       |2006-02-15 |
|585    |7          |MOB DUFFEL                 |Drama      |G     |2006        |0.99       |2006-02-15 |
|586    |1          |MOCKINGBIRD HOLLYWOOD      |Action     |PG    |2006        |1.99       |2023-08-24 |
|587    |6          |MOD SECRETARY              |Documentary|NC-17 |2006        |4.99       |2006-02-15 |
