|id |title                  |description                                                                                                                     |length|rental_date|rental_duration|rental_return|
|234  |DISTURBING SCARFACE      |A Lacklusture Display of a Crocodile And a Butler who must Overcome a Monkey in A U-Boat                                          |94    |2005-06-15 |6              |4            |
|169  |COMFORTS RUSH            |A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft                            |76    |2005-06-15 |3              |8            |
|914  |TROUBLE DATE             |A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan                           |61    |2005-06-15 |6              |7            |
|181  |CONTACT ANONYMOUS        |A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India                            |166   |2005-06-15 |7              |4            |
|693  |POTTER CONNECTICUT       |A Thrilling Epistle of a Frisbee And a Cat who must Fight a Technical Writer in Berlin                                            |115   |2005-06-15 |5              |6            |
|417  |HILLS NEIGHBORS          |A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat                                                         |93    |2005-06-15 |5              |9            |
|679  |PILOT HOOSIERS           |A Awe-Inspiring Reflection of a Crocodile And a Sumo Wrestler who must Meet a Forensic Psychologist in An Abandoned Mine Shaft    |50    |2005-06-15 |6              |9            |
|989  |WORKING MICROCOSMOS      |A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China                                                 |74    |2005-06-15 |4              |6            |
|632  |NUTS TIES                |A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California                                            |145   |2005-06-15 |5              |3            |
|75   |BIRD INDEPENDENCE        |A Thrilling Documentary of a Car And a Student who must Sink a Hunter in The Canadian Rockies                                     |163   |2005-06-15 |6              |4            |
|637  |OPEN AFRICAN             |A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat                                          |131   |2005-06-15 |7              |3            |
|382  |GRIT CLOCKWORK           |A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank                                   |137   |2005-06-15 |3              |4            |
|239  |DOGMA FAMILY             |A Brilliant Character Study of a Database Administrator And a Monkey who must Succumb a Astronaut in New Orleans                  |122   |2005-06-15 |5              |4            |
|905  |TRAINSPOTTING STRANGERS  |A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan                                        |132   |2005-06-15 |7              |1            |
|347  |GAMES BOWFINGER          |A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery                                    |119   |2005-06-15 |7              |6            |
|554  |MALKOVICH PET            |A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback                                         |159   |2005-06-15 |6              |2            |
|324  |FLINTSTONES HAPPINESS    |A Fateful Story of a Husband And a Moose who must Vanquish a Boy in California                                                    |148   |2005-06-15 |3              |9            |
|72   |BILL OTHERS              |A Stunning Saga of a Mad Scientist And a Forensic Psychologist who must Challenge a Squirrel in A MySQL Convention                |93    |2005-06-15 |6              |7            |
|436  |HOURS RAGE               |A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia                                   |122   |2005-06-15 |4              |5            |
|288  |ESCAPE METROPOLIS        |A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans                                           |167   |2005-06-15 |7              |9            |
|42   |ARTIST COLDBLOODED       |A Stunning Reflection of a Robot And a Moose who must Challenge a Woman in California                                             |170   |2005-06-15 |5              |4            |
|461  |INSECTS STONE            |A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse                                       |123   |2005-06-15 |3              |4            |
|81   |BLINDNESS GUN            |A Touching Drama of a Robot And a Dentist who must Meet a Hunter in A Jet Boat                                                    |103   |2005-06-15 |6              |5            |
|49   |BADMAN DAWN              |A Emotional Panorama of a Pioneer And a Composer who must Escape a Mad Scientist in A Jet Boat                                    |162   |2005-06-15 |6              |9            |
|512  |LEAGUE HELLFIGHTERS      |A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China                                            |110   |2005-06-15 |5              |1            |
|444  |HUSTLER PARTY            |A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert                              |83    |2005-06-15 |3              |1            |
|683  |PITY BOUND               |A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria                                   |60    |2005-06-15 |5              |2            |
|789  |SHOCK CABIN              |A Fateful Tale of a Mad Cow And a Crocodile who must Meet a Husband in New Orleans                                                |79    |2005-06-15 |7              |5            |
|361  |GLEAMING JAWBREAKER      |A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies                       |89    |2005-06-15 |5              |8            |
|300  |FALCON VOLUME            |A Fateful Saga of a Sumo Wrestler And a Hunter who must Redeem a A Shark in New Orleans                                           |102   |2005-06-15 |5              |6            |
|842  |STATE WASTELAND          |A Beautiful Display of a Cat And a Pastry Chef who must Outrace a Mad Cow in A Jet Boat                                           |113   |2005-06-15 |4              |6            |
|850  |STORY SIDE               |A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft                                          |163   |2005-06-15 |7              |6            |
|809  |SLIPPER FIDELITY         |A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention                                    |156   |2005-06-15 |5              |9            |
|606  |MUMMY CREATURES          |A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia                                        |160   |2005-06-15 |3              |5            |
|936  |VANISHING ROCKY          |A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention                                      |123   |2005-06-15 |3              |3            |
|979  |WITCHES PANIC            |A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria                                            |100   |2005-06-15 |6              |2            |
|770  |SCISSORHANDS SLUMS       |A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies                           |147   |2005-06-15 |5              |1            |
|450  |IDOLS SNATCHERS          |A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery                                                    |84    |2005-06-15 |5              |3            |
|721  |REDS POCUS               |A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia                                   |182   |2005-06-15 |7              |9            |
|167  |COMA HEAD                |A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California                                          |109   |2005-06-15 |6              |2            |
|10   |ALADDIN CALENDAR         |A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China                                         |63    |2005-06-15 |6              |5            |
|11   |ALAMO VIDEOTAPE          |A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention                                         |126   |2005-06-15 |6              |7            |
|89   |BORROWERS BEDAZZLED      |A Brilliant Epistle of a Teacher And a Sumo Wrestler who must Defeat a Man in An Abandoned Fun House                              |63    |2005-06-15 |7              |7            |
|800  |SINNERS ATLANTIS         |A Epic Display of a Dog And a Boat who must Succumb a Mad Scientist in An Abandoned Mine Shaft                                    |126   |2005-06-15 |7              |4            |
|255  |DRIVING POLISH           |A Action-Packed Yarn of a Feminist And a Technical Writer who must Sink a Boat in An Abandoned Mine Shaft                         |175   |2005-06-15 |6              |2            |
|270  |EARTH VISION             |A Stunning Drama of a Butler And a Madman who must Outrace a Womanizer in Ancient India                                           |85    |2005-06-15 |7              |9            |
|679  |PILOT HOOSIERS           |A Awe-Inspiring Reflection of a Crocodile And a Sumo Wrestler who must Meet a Forensic Psychologist in An Abandoned Mine Shaft    |50    |2005-06-15 |6              |6            |
|309  |FEUD FROGMEN             |A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies                   |98    |2005-06-15 |6              |2            |
|99   |BRINGING HYSTERICAL      |A Fateful Saga of a A Shark And a Technical Writer who must Find a Woman in A Jet Boat                                            |136   |2005-06-15 |7              |1            |
|274  |EGG IGBY                 |A Beautiful Documentary of a Boat And a Sumo Wrestler who must Succumb a Database Administrator in The First Manned Space Station |67    |2005-06-15 |4              |5            |
|374  |GRAFFITI LOVE            |A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin                                       |117   |2005-06-15 |3              |1            |
|369  |GOODFELLAS SALUTE        |A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory                                          |56    |2005-06-15 |4              |8            |
|873  |SWEETHEARTS SUSPECTS     |A Brilliant Character Study of a Frisbee And a Sumo Wrestler who must Confront a Woman in The Gulf of Mexico                      |108   |2005-06-15 |3              |5            |
|268  |EARLY HOME               |A Amazing Panorama of a Mad Scientist And a Husband who must Meet a Woman in The Outback                                          |96    |2005-06-15 |6              |4            |
|93   |BRANNIGAN SUNRISE        |A Amazing Epistle of a Moose And a Crocodile who must Outrace a Dog in Berlin                                                     |121   |2005-06-15 |4              |4            |
|56   |BAREFOOT MANCHURIAN      |A Intrepid Story of a Cat And a Student who must Vanquish a Girl in An Abandoned Amusement Park                                   |129   |2005-06-15 |6              |7            |
|738  |ROCKETEER MOTHER         |A Awe-Inspiring Character Study of a Robot And a Sumo Wrestler who must Discover a Womanizer in A Shark Tank                      |178   |2005-06-15 |3              |6            |
|968  |WEREWOLF LOLA            |A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery                                           |79    |2005-06-15 |6              |7            |
|522  |LIFE TWISTED             |A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station                          |137   |2005-06-15 |4              |6            |
|355  |GHOSTBUSTERS ELF         |A Thoughtful Epistle of a Dog And a Feminist who must Chase a Composer in Berlin                                                  |101   |2005-06-15 |7              |7            |
|232  |DIRTY ACE                |A Action-Packed Character Study of a Forensic Psychologist And a Girl who must Build a Dentist in The Outback                     |147   |2005-06-15 |7              |9            |
|991  |WORST BANGER             |A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback                                                 |185   |2005-06-15 |4              |9            |
|83   |BLUES INSTINCT           |A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House                 |50    |2005-06-15 |5              |1            |
|450  |IDOLS SNATCHERS          |A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery                                                    |84    |2005-06-15 |5              |2            |
|251  |DRAGONFLY STRANGERS      |A Boring Documentary of a Pioneer And a Man who must Vanquish a Man in Nigeria                                                    |133   |2005-06-15 |6              |2            |
|927  |UPRISING UPTOWN          |A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin                                                     |174   |2005-06-15 |6              |8            |
|514  |LEBOWSKI SOLDIERS        |A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China                                   |69    |2005-06-15 |6              |7            |
|948  |VOICE PEACH              |A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse                          |139   |2005-06-15 |6              |3            |
|595  |MOON BUNCH               |A Beautiful Tale of a Astronaut And a Mad Cow who must Challenge a Cat in A Baloon Factory                                        |83    |2005-06-15 |7              |6            |
|285  |ENGLISH BULWORTH         |A Intrepid Epistle of a Pastry Chef And a Pastry Chef who must Pursue a Crocodile in Ancient China                                |51    |2005-06-15 |3              |8            |
|914  |TROUBLE DATE             |A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan                           |61    |2005-06-15 |6              |5            |
|291  |EVOLUTION ALTER          |A Fanciful Character Study of a Feminist And a Madman who must Find a Explorer in A Baloon Factory                                |174   |2005-06-15 |5              |4            |
|494  |KARATE MOON              |A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention                                        |120   |2005-06-15 |4              |8            |
|440  |HUNGER ROOF              |A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft               |105   |2005-06-15 |6              |6            |
|690  |POND SEATTLE             |A Stunning Drama of a Teacher And a Boat who must Battle a Feminist in Ancient China                                              |185   |2005-06-15 |7              |2            |
|893  |TITANS JERK              |A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China                 |91    |2005-06-15 |4              |3            |
|945  |VIRGINIAN PLUTO          |A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin                                                   |164   |2005-06-15 |5              |4            |
|987  |WORDS HUNTER             |A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention                        |116   |2005-06-15 |3              |4            |
|168  |COMANCHEROS ENEMY        |A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico                                           |67    |2005-06-15 |5              |2            |
|23   |ANACONDA CONFESSIONS     |A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia                                               |92    |2005-06-15 |3              |1            |
|835  |SPY MILE                 |A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon                                     |112   |2005-06-15 |6              |4            |
|921  |UNCUT SUICIDES           |A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat                                             |172   |2005-06-15 |7              |9            |
|329  |FORREST SONS             |A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat                          |63    |2005-06-15 |4              |6            |
|439  |HUNCHBACK IMPOSSIBLE     |A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan                                             |151   |2005-06-15 |4              |8            |
|149  |CHRISTMAS MOONSHINE      |A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse                            |150   |2005-06-15 |7              |1            |
|140  |CHEAPER CLYDE            |A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan                                      |87    |2005-06-15 |6              |7            |
|166  |COLOR PHILADELPHIA       |A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert                                        |149   |2005-06-15 |6              |8            |
|818  |SOMETHING DUCK           |A Boring Character Study of a Car And a Husband who must Outgun a Frisbee in The First Manned Space Station                       |180   |2005-06-15 |4              |2            |
|64   |BEETHOVEN EXORCIST       |A Epic Display of a Pioneer And a Student who must Challenge a Butler in The Gulf of Mexico                                       |151   |2005-06-15 |6              |7            |
|736  |ROBBERY BRIGHT           |A Taut Reflection of a Robot And a Squirrel who must Fight a Boat in Ancient Japan                                                |134   |2005-06-15 |4              |7            |
|777  |SECRETARY ROUGE          |A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory                                |158   |2005-06-15 |5              |6            |
|929  |USUAL UNTOUCHABLES       |A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank                          |128   |2005-06-15 |5              |4            |
|747  |ROXANNE REBEL            |A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback                              |171   |2005-06-15 |5              |7            |
|953  |WAIT CIDER               |A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse                   |112   |2005-06-15 |3              |4            |
|176  |CONGENIALITY QUEST       |A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon                                          |87    |2005-06-15 |6              |3            |
|741  |ROMAN PUNK               |A Thoughtful Panorama of a Mad Cow And a Student who must Battle a Forensic Psychologist in Berlin                                |81    |2005-06-15 |7              |3            |
|718  |REBEL AIRPORT            |A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India                                |73    |2005-06-15 |7              |5            |
|688  |POLISH BROOKLYN          |A Boring Character Study of a Database Administrator And a Lumberjack who must Reach a Madman in The Outback                      |61    |2005-06-15 |6              |7            |
|284  |ENEMY ODDS               |A Fanciful Panorama of a Mad Scientist And a Woman who must Pursue a Astronaut in Ancient India                                   |77    |2005-06-15 |5              |9            |
|922  |UNDEFEATED DALMATIONS    |A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park                    |107   |2005-06-15 |7              |3            |
|888  |THIN SAGEBRUSH           |A Emotional Drama of a Husband And a Lumberjack who must Build a Cat in Ancient India                                             |53    |2005-06-15 |5              |3            |
|286  |ENOUGH RAGING            |A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert                            |158   |2005-06-15 |7              |5            |
|114  |CAMELOT VACATION         |A Touching Character Study of a Woman And a Waitress who must Battle a Pastry Chef in A MySQL Convention                          |61    |2005-06-15 |3              |2            |
|869  |SUSPECTS QUILLS          |A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse                                   |47    |2005-06-15 |4              |7            |
|215  |DAWN POND                |A Thoughtful Documentary of a Dentist And a Forensic Psychologist who must Defeat a Waitress in Berlin                            |57    |2005-06-15 |4              |4            |
|982  |WOMEN DORADO             |A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia                                     |126   |2005-06-15 |4              |4            |
|916  |TURN STAR                |A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans                                                     |80    |2005-06-15 |3              |7            |
|79   |BLADE POLISH             |A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station            |114   |2005-06-15 |5              |1            |
|608  |MURDER ANTITRUST         |A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention                                |166   |2005-06-15 |6              |4            |
|615  |NASH CHOCOLAT            |A Epic Reflection of a Monkey And a Mad Cow who must Kill a Forensic Psychologist in An Abandoned Mine Shaft                      |180   |2005-06-15 |6              |6            |
|165  |COLDBLOODED DARLING      |A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico                                       |70    |2005-06-15 |7              |8            |
|226  |DESTINY SATURDAY         |A Touching Drama of a Crocodile And a Crocodile who must Conquer a Explorer in Soviet Georgia                                     |56    |2005-06-15 |4              |2            |
|397  |HANKY OCTOBER            |A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia                            |107   |2005-06-15 |5              |6            |
|962  |WASTELAND DIVINE         |A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China             |85    |2005-06-15 |7              |1            |
|314  |FIGHT JAWBREAKER         |A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse                                     |91    |2005-06-15 |3              |3            |
|51   |BALLOON HOMEWARD         |A Insightful Panorama of a Forensic Psychologist And a Mad Cow who must Build a Mad Scientist in The First Manned Space Station   |75    |2005-06-15 |5              |6            |
|890  |TIGHTS DAWN                |A Thrilling Epistle of a Boat And a Secret Agent who must Face a Boy in A Baloon                                                  |172   |2005-06-15 |5              |6            |
|425  |HOLY TADPOLE               |A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory                                     |88    |2005-06-15 |6              |9            |
|741  |ROMAN PUNK                 |A Thoughtful Panorama of a Mad Cow And a Student who must Battle a Forensic Psychologist in Berlin                                |81    |2005-06-15 |7              |7            |
|609  |MUSCLE BRIGHT              |A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India                                    |185   |2005-06-15 |7              |1            |
|698  |PRINCESS GIANT             |A Thrilling Yarn of a Pastry Chef And a Monkey who must Battle a Monkey in A Shark Tank                                           |71    |2005-06-15 |3              |6            |
|685  |PLATOON INSTINCT           |A Thrilling Panorama of a Man And a Woman who must Reach a Woman in Australia                                                     |132   |2005-06-15 |6              |6            |
|284  |ENEMY ODDS                 |A Fanciful Panorama of a Mad Scientist And a Woman who must Pursue a Astronaut in Ancient India                                   |77    |2005-06-15 |5              |8            |
|582  |MIRACLE VIRTUAL            |A Touching Epistle of a Butler And a Boy who must Find a Mad Scientist in The Sahara Desert                                       |162   |2005-06-15 |3              |7            |
|306  |FEATHERS METAL             |A Thoughtful Yarn of a Monkey And a Teacher who must Find a Dog in Australia                                                      |104   |2005-06-15 |3              |6            |
|176  |CONGENIALITY QUEST         |A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon                                          |87    |2005-06-15 |6              |6            |
|492  |JUNGLE CLOSER              |A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia                                            |134   |2005-06-15 |6              |6            |
|921  |UNCUT SUICIDES             |A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat                                             |172   |2005-06-15 |7              |3            |
|791  |SHOW LORD                  |A Fanciful Saga of a Student And a Girl who must Find a Butler in Ancient Japan                                                   |167   |2005-06-15 |3              |6            |
|872  |SWEET BROTHERHOOD          |A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Chase a Forensic Psychologist in A Baloon                        |185   |2005-06-15 |3              |7            |
|410  |HEAVEN FREEDOM             |A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans                                                     |48    |2005-06-15 |7              |1            |
|835  |SPY MILE                   |A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon                                     |112   |2005-06-15 |6              |7            |
|294  |EXPECATIONS NATURAL        |A Amazing Drama of a Butler And a Husband who must Reach a A Shark in A U-Boat                                                    |138   |2005-06-15 |5              |4            |
|651  |PACKER MADIGAN             |A Epic Display of a Sumo Wrestler And a Forensic Psychologist who must Build a Woman in An Abandoned Amusement Park               |84    |2005-06-15 |3              |3            |
|269  |EARRING INSTINCT           |A Stunning Character Study of a Dentist And a Mad Cow who must Find a Teacher in Nigeria                                          |98    |2005-06-15 |3              |2            |
|901  |TRACY CIDER                |A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria                             |142   |2005-06-15 |3              |9            |
|532  |LOSER HUSTLER              |A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria                                                    |80    |2005-06-15 |5              |6            |
|228  |DETECTIVE VISION           |A Fanciful Documentary of a Pioneer And a Woman who must Redeem a Hunter in Ancient Japan                                         |143   |2005-06-15 |4              |4            |
|305  |FATAL HAUNTED              |A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan                                    |91    |2005-06-15 |6              |9            |
|197  |CRUSADE HONEY              |A Fast-Paced Reflection of a Explorer And a Butler who must Battle a Madman in An Abandoned Amusement Park                        |112   |2005-06-15 |4              |9            |
|288  |ESCAPE METROPOLIS          |A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans                                           |167   |2005-06-15 |7              |3            |
|964  |WATERFRONT DELIVERANCE     |A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria                             |61    |2005-06-15 |4              |3            |
|3    |ADAPTATION HOLES           |A Astounding Reflection of a Lumberjack And a Car who must Sink a Lumberjack in A Baloon Factory                                  |50    |2005-06-15 |7              |1            |
|807  |SLEUTH ORIENT              |A Fateful Character Study of a Husband And a Dog who must Find a Feminist in Ancient India                                        |87    |2005-06-15 |4              |7            |
|895  |TOMORROW HUSTLER           |A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert                                     |142   |2005-06-15 |3              |3            |
|748  |RUGRATS SHAKESPEARE        |A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria                                    |109   |2005-06-15 |4              |1            |
|702  |PULP BEVERLY               |A Unbelieveable Display of a Dog And a Crocodile who must Outrace a Man in Nigeria                                                |89    |2005-06-15 |4              |6            |
|115  |CAMPUS REMEMBER            |A Astounding Drama of a Crocodile And a Mad Cow who must Build a Robot in A Jet Boat                                              |167   |2005-06-15 |5              |6            |
|502  |KNOCK WARLOCK              |A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon                                               |71    |2005-06-15 |4              |1            |
|919  |TYCOON GATHERING           |A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse                                 |82    |2005-06-15 |3              |9            |
|608  |MURDER ANTITRUST           |A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention                                |166   |2005-06-15 |6              |9            |
|205  |DANCES NONE                |A Insightful Reflection of a A Shark And a Dog who must Kill a Butler in An Abandoned Amusement Park                              |58    |2005-06-15 |3              |6            |
|718  |REBEL AIRPORT              |A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India                                |73    |2005-06-15 |7              |5            |
|395  |HANDICAP BOONDOCK          |A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia                               |108   |2005-06-15 |4              |2            |
|693  |POTTER CONNECTICUT         |A Thrilling Epistle of a Frisbee And a Cat who must Fight a Technical Writer in Berlin                                            |115   |2005-06-15 |5              |7            |
|641  |ORANGE GRAPES              |A Astounding Documentary of a Butler And a Womanizer who must Face a Dog in A U-Boat                                              |76    |2005-06-15 |4              |9            |
|454  |IMPACT ALADDIN             |A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank                                |180   |2005-06-15 |6              |7            |
|854  |STRANGERS GRAFFITI         |A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico                                 |119   |2005-06-15 |4              |7            |
|545  |MADNESS ATTACKS            |A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico                                        |178   |2005-06-15 |4              |3            |
|287  |ENTRAPMENT SATISFACTION    |A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat                                              |176   |2005-06-15 |5              |9            |
|700  |PRIX UNDEFEATED            |A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China                                        |115   |2005-06-15 |4              |4            |
|433  |HORN WORKING               |A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank                            |95    |2005-06-15 |4              |8            |
|219  |DEEP CRUSADE               |A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia                                            |51    |2005-06-15 |6              |6            |
|610  |MUSIC BOONDOCK             |A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station                         |129   |2005-06-15 |7              |8            |
|333  |FREAKY POCUS               |A Fast-Paced Documentary of a Pastry Chef And a Crocodile who must Chase a Squirrel in The Gulf of Mexico                         |126   |2005-06-15 |7              |3            |
|897  |TORQUE BOUND               |A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan                                            |179   |2005-06-15 |3              |1            |
|778  |SECRETS PARADISE           |A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse                                               |109   |2005-06-15 |3              |4            |
|948  |VOICE PEACH                |A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse                          |139   |2005-06-15 |6              |1            |
|721  |REDS POCUS                 |A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia                                   |182   |2005-06-15 |7              |4            |
|21   |AMERICAN CIRCUS            |A Insightful Drama of a Girl And a Astronaut who must Face a Database Administrator in A Shark Tank                               |129   |2005-06-15 |3              |2            |
|474  |JADE BUNCH                 |A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station                   |174   |2005-06-15 |6              |3            |
|137  |CHARADE DUFFEL             |A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention                                        |66    |2005-06-15 |3              |8            |
|159  |CLOSER BANG                |A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India                                    |58    |2005-06-15 |5              |4            |
|775  |SEATTLE EXPECATIONS        |A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert                  |110   |2005-06-15 |4              |6            |
|406  |HAUNTING PIANIST           |A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park           |181   |2005-06-15 |5              |7            |
|307  |FELLOWSHIP AUTUMN          |A Lacklusture Reflection of a Dentist And a Hunter who must Meet a Teacher in A Baloon                                            |77    |2005-06-15 |6              |1            |
