|film_id|title                    |category   |rating|total_rental_income|last_update|
|288    |ESCAPE METROPOLIS          |Travel     |R     |2.99               |2006-02-15 |
|293    |EXORCIST STING             |Sports     |G     |2.99               |2006-02-15 |
|296    |EXPRESS LONELY             |Sci-Fi     |R     |2.99               |2006-02-15 |
|297    |EXTRAORDINARY CONQUERER    |Classics   |G     |2.99               |2006-02-15 |
|298    |EYES DRIVING               |Sci-Fi     |PG-13 |2.99               |2006-02-15 |
|302    |FANTASIA PARK              |Games      |G     |2.99               |2006-02-15 |
|304    |FARGO GANDHI               |Children   |G     |2.99               |2006-02-15 |
|319    |FISH OPUS                  |Sci-Fi     |R     |2.99               |2006-02-15 |
|322    |FLATLINERS KILLER          |Sports     |G     |2.99               |2006-02-15 |
|325    |FLOATS GARDEN              |Animation  |PG-13 |2.99               |2006-02-15 |
|326    |FLYING HOOK                |Animation  |NC-17 |2.99               |2006-02-15 |
|328    |FOREVER CANDIDATE          |Children   |NC-17 |2.99               |2006-02-15 |
|329    |FORREST SONS               |Action     |R     |2.99               |2006-02-15 |
|331    |FORWARD TEMPLE             |Games      |NC-17 |2.99               |2006-02-15 |
|333    |FREAKY POCUS               |Music      |R     |2.99               |2006-02-15 |
|337    |FRIDA SLIPPER              |Foreign    |R     |2.99               |2006-02-15 |
|349    |GANGS PRIDE                |Animation  |PG-13 |2.99               |2006-02-15 |
|353    |GENTLEMEN STAGE            |Foreign    |NC-17 |2.99               |2006-02-15 |
|356    |GIANT TROOPERS             |Children   |R     |2.99               |2006-02-15 |
|361    |GLEAMING JAWBREAKER        |Sports     |NC-17 |2.99               |2006-02-15 |
|362    |GLORY TRACY                |Games      |PG-13 |2.99               |2006-02-15 |
|364    |GODFATHER DIARY            |New        |NC-17 |2.99               |2006-02-15 |
|368    |GONE TROUBLE               |Drama      |R     |2.99               |2006-02-15 |
|370    |GORGEOUS BINGO             |Children   |R     |2.99               |2006-02-15 |
|373    |GRADUATE LORD              |Children   |G     |2.99               |2006-02-15 |
|375    |GRAIL FRANKENSTEIN         |Action     |NC-17 |2.99               |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |2.99               |2006-02-15 |
|389    |GUNFIGHTER MUSSOLINI       |Sports     |PG-13 |2.99               |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |2.99               |2006-02-15 |
|393    |HALLOWEEN NUTS             |Documentary|PG-13 |2.99               |2006-02-15 |
|394    |HAMLET WISDOM              |Sci-Fi     |R     |2.99               |2006-02-15 |
|397    |HANKY OCTOBER              |Sci-Fi     |NC-17 |2.99               |2006-02-15 |
|399    |HAPPINESS UNITED           |Foreign    |G     |2.99               |2006-02-15 |
|400    |HARDLY ROBBERS             |Documentary|R     |2.99               |2006-02-15 |
|413    |HEDWIG ALTER               |Comedy     |NC-17 |2.99               |2006-02-15 |
|415    |HIGH ENCINO                |Horror     |R     |2.99               |2006-02-15 |
|419    |HOCUS FRIDA                |Family     |G     |2.99               |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |2.99               |2006-02-15 |
|431    |HOOSIERS BIRDCAGE          |Foreign    |G     |2.99               |2006-02-15 |
|432    |HOPE TOOTSIE               |Classics   |NC-17 |2.99               |2006-02-15 |
|437    |HOUSE DYNAMITE             |Family     |R     |2.99               |2006-02-15 |
|438    |HUMAN GRAFFITI             |Games      |NC-17 |2.99               |2006-02-15 |
|441    |HUNTER ALTER               |Documentary|PG-13 |2.99               |2006-02-15 |
|442    |HUNTING MUSKETEERS         |Family     |NC-17 |2.99               |2006-02-15 |
|445    |HYDE DOCTOR                |Classics   |G     |2.99               |2006-02-15 |
|447    |ICE CROSSING               |Games      |R     |2.99               |2006-02-15 |
|448    |IDAHO LOVE                 |New        |PG-13 |2.99               |2006-02-15 |
|449    |IDENTITY LOVER             |Sci-Fi     |PG-13 |2.99               |2006-02-15 |
|450    |IDOLS SNATCHERS            |Children   |NC-17 |2.99               |2006-02-15 |
|453    |IMAGE PRINCESS             |Sports     |PG-13 |2.99               |2006-02-15 |
|462    |INSIDER ARIZONA            |Music      |NC-17 |2.99               |2006-02-15 |
|464    |INTENTIONS EMPIRE          |Animation  |PG-13 |2.99               |2006-02-15 |
|471    |ISLAND EXORCIST            |Classics   |NC-17 |2.99               |2006-02-15 |
|473    |JACKET FRISCO              |Drama      |PG-13 |2.99               |2006-02-15 |
|474    |JADE BUNCH                 |Sports     |NC-17 |2.99               |2006-02-15 |
|476    |JASON TRAP                 |Family     |NC-17 |2.99               |2006-02-15 |
|478    |JAWS HARRY                 |Comedy     |G     |2.99               |2006-02-15 |
|480    |JEEPERS WEDDING            |Classics   |R     |2.99               |2006-02-15 |
|483    |JERICHO MULAN              |Games      |NC-17 |2.99               |2006-02-15 |
|484    |JERK PAYCHECK              |Classics   |NC-17 |2.99               |2006-02-15 |
|490    |JUMANJI BLADE              |New        |G     |2.99               |2006-02-15 |
|498    |KILLER INNOCENT            |Family     |R     |2.99               |2006-02-15 |
|502    |KNOCK WARLOCK              |Comedy     |PG-13 |2.99               |2006-02-15 |
|503    |KRAMER CHOCOLATE           |Sports     |R     |2.99               |2006-02-15 |
|505    |LABYRINTH LEAGUE           |Children   |PG-13 |2.99               |2006-02-15 |
|513    |LEATHERNECKS DWARFS        |Travel     |PG-13 |2.99               |2006-02-15 |
|514    |LEBOWSKI SOLDIERS          |Drama      |PG-13 |2.99               |2006-02-15 |
|519    |LIBERTY MAGNIFICENT        |Sports     |G     |2.99               |2006-02-15 |
|520    |LICENSE WEEKEND            |Sci-Fi     |NC-17 |2.99               |2006-02-15 |
|522    |LIFE TWISTED               |Comedy     |NC-17 |2.99               |2006-02-15 |
|526    |LOCK REAR                  |Travel     |R     |2.99               |2006-02-15 |
|528    |LOLITA WORLD               |Family     |NC-17 |2.99               |2006-02-15 |
|529    |LONELY ELEPHANT            |Comedy     |G     |2.99               |2006-02-15 |
|530    |LORD ARIZONA               |Action     |PG-13 |2.99               |2006-02-15 |
|533    |LOST BIRD                  |Foreign    |PG-13 |2.99               |2006-02-15 |
|537    |LOVER TRUMAN               |Classics   |G     |2.99               |2006-02-15 |
|539    |LUCK OPUS                  |Drama      |NC-17 |2.99               |2006-02-15 |
|540    |LUCKY FLYING               |Music      |PG-13 |2.99               |2006-02-15 |
|541    |LUKE MUMMY                 |Animation  |NC-17 |2.99               |2006-02-15 |
|542    |LUST LOCK                  |Action     |G     |2.99               |2006-02-15 |
|544    |MADISON TRAP               |Documentary|R     |2.99               |2006-02-15 |
|546    |MADRE GABLES               |Games      |PG-13 |2.99               |2006-02-15 |
|548    |MAGNIFICENT CHITTY         |Classics   |R     |2.99               |2006-02-15 |
|550    |MAGUIRE APACHE             |Family     |NC-17 |2.99               |2006-02-15 |
|554    |MALKOVICH PET              |Classics   |G     |2.99               |2006-02-15 |
|558    |MANNEQUIN WORST            |New        |PG-13 |2.99               |2006-02-15 |
|559    |MARRIED GO                 |Sci-Fi     |G     |2.99               |2006-02-15 |
|561    |MASK PEACH                 |New        |NC-17 |2.99               |2006-02-15 |
|567    |MEET CHOCOLATE             |Foreign    |G     |2.99               |2006-02-15 |
|569    |MENAGERIE RUSHMORE         |Animation  |G     |2.99               |2006-02-15 |
|571    |METAL ARMAGEDDON           |Documentary|PG-13 |2.99               |2006-02-15 |
|572    |METROPOLIS COMA            |Sci-Fi     |PG-13 |2.99               |2006-02-15 |
|573    |MICROCOSMOS PARADISE       |Children   |PG-13 |2.99               |2006-02-15 |
|582    |MIRACLE VIRTUAL            |Animation  |PG-13 |2.99               |2006-02-15 |
|584    |MIXED DOORS                |Foreign    |PG-13 |2.99               |2006-02-15 |
|609    |MUSCLE BRIGHT              |Travel     |G     |2.99               |2006-02-15 |
|612    |MUSSOLINI SPOILERS         |Sports     |G     |2.99               |2006-02-15 |
|615    |NASH CHOCOLAT              |Animation  |PG-13 |2.99               |2006-02-15 |
|616    |NATIONAL STORY             |Documentary|NC-17 |2.99               |2006-02-15 |
|620    |NEMO CAMPUS                |Sci-Fi     |NC-17 |2.99               |2006-02-15 |
|621    |NETWORK PEAK               |Family     |PG-13 |2.99               |2006-02-15 |
|626    |NOON PAPI                  |Children   |G     |2.99               |2006-02-15 |
|638    |OPERATION OPERATION        |Comedy     |G     |2.99               |2006-02-15 |
|642    |ORDER BETRAYED             |Travel     |PG-13 |2.99               |2006-02-15 |
|643    |ORIENT CLOSER              |Drama      |R     |2.99               |2006-02-15 |
|649    |OZ LIAISONS                |Animation  |R     |2.99               |2006-02-15 |
|657    |PARADISE SABRINA           |Comedy     |PG-13 |2.99               |2006-02-15 |
|658    |PARIS WEEKEND              |Horror     |PG-13 |2.99               |2006-02-15 |
|667    |PEACH INNOCENT             |Sports     |PG-13 |2.99               |2006-02-15 |
|669    |PEARL DESTINY              |Foreign    |NC-17 |2.99               |2006-02-15 |
|672    |PERFECT GROOVE             |Comedy     |PG-13 |2.99               |2006-02-15 |
|675    |PHANTOM GLORY              |New        |NC-17 |2.99               |2006-02-15 |
|678    |PICKUP DRIVING             |Sports     |G     |2.99               |2006-02-15 |
|684    |PIZZA JUMANJI              |Games      |NC-17 |2.99               |2006-02-15 |
|690    |POND SEATTLE               |Animation  |PG-13 |2.99               |2006-02-15 |
|692    |POTLUCK MIXED              |Animation  |G     |2.99               |2006-02-15 |
|698    |PRINCESS GIANT             |Documentary|NC-17 |2.99               |2006-02-15 |
|700    |PRIX UNDEFEATED            |Family     |R     |2.99               |2006-02-15 |
|701    |PSYCHO SHRUNK              |Games      |PG-13 |2.99               |2006-02-15 |
|702    |PULP BEVERLY               |Horror     |G     |2.99               |2006-02-15 |
|704    |PURE RUNNER                |Comedy     |NC-17 |2.99               |2006-02-15 |
|705    |PURPLE MOVIE               |Foreign    |R     |2.99               |2006-02-15 |
|707    |QUEST MUSSOLINI            |Action     |R     |2.99               |2006-02-15 |
|709    |RACER EGG                  |Drama      |NC-17 |2.99               |2006-02-15 |
|714    |RANDOM GO                  |Sci-Fi     |NC-17 |2.99               |2006-02-15 |
|716    |REAP UNFAITHFUL            |Horror     |PG-13 |2.99               |2006-02-15 |
|720    |REDEMPTION COMFORTS        |New        |NC-17 |2.99               |2006-02-15 |
|723    |REIGN GENTLEMEN            |Sci-Fi     |PG-13 |2.99               |2006-02-15 |
|724    |REMEMBER DIARY             |Family     |R     |2.99               |2006-02-15 |
|726    |RESERVOIR ADAPTATION       |Foreign    |PG-13 |2.99               |2006-02-15 |
|735    |ROBBERS JOON               |Children   |PG-13 |2.99               |2006-02-15 |
|740    |ROLLERCOASTER BRINGING     |Horror     |PG-13 |2.99               |2006-02-15 |
|754    |RUSHMORE MERMAID           |Comedy     |PG-13 |2.99               |2006-02-15 |
|756    |SADDLE ANTITRUST           |Comedy     |PG-13 |2.99               |2006-02-15 |
|757    |SAGEBRUSH CLUELESS         |Documentary|G     |2.99               |2006-02-15 |
|758    |SAINTS BRIDE               |Drama      |G     |2.99               |2006-02-15 |
|759    |SALUTE APOLLO              |New        |R     |2.99               |2006-02-15 |
|760    |SAMURAI LION               |New        |G     |2.99               |2006-02-15 |
|770    |SCISSORHANDS SLUMS         |Foreign    |G     |2.99               |2006-02-15 |
|773    |SEABISCUIT PUNK            |Sports     |NC-17 |2.99               |2006-02-15 |
|774    |SEARCHERS WAIT             |Comedy     |NC-17 |2.99               |2006-02-15 |
|782    |SHAKESPEARE SADDLE         |Sports     |PG-13 |2.99               |2006-02-15 |
|788    |SHIP WONDERLAND            |Documentary|R     |2.99               |2006-02-15 |
|789    |SHOCK CABIN                |Foreign    |PG-13 |2.99               |2006-02-15 |
|792    |SHREK LICENSE              |Foreign    |PG-13 |2.99               |2006-02-15 |
|793    |SHRUNK DIVINE              |Action     |R     |2.99               |2006-02-15 |
|800    |SINNERS ATLANTIS           |Horror     |PG-13 |2.99               |2006-02-15 |
|811    |SMILE EARRING              |Travel     |G     |2.99               |2006-02-15 |
|815    |SNATCHERS MONTEZUMA        |Classics   |PG-13 |2.99               |2006-02-15 |
|820    |SONS INTERVIEW             |Animation  |NC-17 |2.99               |2006-02-15 |
|823    |SOUTH WAIT                 |Action     |R     |2.99               |2006-02-15 |
|825    |SPEAKEASY DATE             |Action     |PG-13 |2.99               |2006-02-15 |
|828    |SPIKING ELEMENT            |Classics   |G     |2.99               |2006-02-15 |
|829    |SPINAL ROCKY               |Family     |PG-13 |2.99               |2006-02-15 |
|835    |SPY MILE                   |Games      |PG-13 |2.99               |2006-02-15 |
|842    |STATE WASTELAND            |Games      |NC-17 |2.99               |2006-02-15 |
|857    |STRICTLY SCARFACE          |Comedy     |PG-13 |2.99               |2006-02-15 |
|872    |SWEET BROTHERHOOD          |Travel     |R     |2.99               |2006-02-15 |
|876    |TARZAN VIDEOTAPE           |Horror     |PG-13 |2.99               |2006-02-15 |
|880    |TELEMARK HEARTBREAKERS     |Animation  |PG-13 |2.99               |2006-02-15 |
|895    |TOMORROW HUSTLER           |Classics   |R     |2.99               |2006-02-15 |
|900    |TOWN ARK                   |Foreign    |R     |2.99               |2006-02-15 |
|916    |TURN STAR                  |Animation  |G     |2.99               |2006-02-15 |
|917    |TUXEDO MILE                |Sports     |R     |2.99               |2006-02-15 |
|921    |UNCUT SUICIDES             |Music      |PG-13 |2.99               |2006-02-15 |
|923    |UNFAITHFUL KILL            |Drama      |R     |2.99               |2006-02-15 |
|926    |UNTOUCHABLES SUNRISE       |Documentary|NC-17 |2.99               |2006-02-15 |
|927    |UPRISING UPTOWN            |Action     |NC-17 |2.99               |2006-02-15 |
|930    |VACATION BOONDOCK          |Sci-Fi     |R     |2.99               |2006-02-15 |
|936    |VANISHING ROCKY            |Music      |NC-17 |2.99               |2006-02-15 |
|937    |VARSITY TRIP               |New        |NC-17 |2.99               |2006-02-15 |
|939    |VERTIGO NORTHWEST          |Comedy     |R     |2.99               |2006-02-15 |
|958    |WARDROBE PHANTOM           |Drama      |G     |2.99               |2006-02-15 |
|959    |WARLOCK WEREWOLF           |Children   |G     |2.99               |2006-02-15 |
|960    |WARS PLUTO                 |Documentary|G     |2.99               |2006-02-15 |
|967    |WEEKEND PERSONAL           |Sci-Fi     |R     |2.99               |2006-02-15 |
|975    |WILLOW TRACY               |Family     |R     |2.99               |2006-02-15 |
|977    |WINDOW SIDE                |Travel     |R     |2.99               |2006-02-15 |
|984    |WONDERFUL DROP             |Foreign    |NC-17 |2.99               |2006-02-15 |
|986    |WONKA SEA                  |Animation  |NC-17 |2.99               |2006-02-15 |
|988    |WORKER TARZAN              |Travel     |R     |2.99               |2006-02-15 |
|993    |WRONG BEHAVIOR             |Children   |PG-13 |2.99               |2006-02-15 |
|999    |ZOOLANDER FICTION          |Children   |R     |2.99               |2006-02-15 |
|1      |ACADEMY DINOSAUR           |Documentary|PG    |1.99               |2023-08-24 |
|6      |AGENT TRUMAN               |Foreign    |PG    |1.99               |2023-08-24 |
|12     |ALASKA PHANTOM             |Music      |PG    |1.99               |2023-08-24 |
|13     |ALI FOREVER                |Horror     |PG    |1.99               |2023-08-24 |
|19     |AMADEUS HOLY               |Action     |PG    |1.99               |2023-08-24 |
|37     |ARIZONA BANG               |Classics   |PG    |1.99               |2023-08-24 |
|41     |ARSENIC INDEPENDENCE       |Travel     |PG    |1.99               |2023-08-24 |
|63     |BEDAZZLED MARRIED          |Family     |PG    |1.99               |2023-08-24 |
|65     |BEHAVIOR RUNAWAY           |Horror     |PG    |1.99               |2023-08-24 |
|72     |BILL OTHERS                |Documentary|PG    |1.99               |2023-08-24 |
|74     |BIRCH ANTITRUST            |Music      |PG    |1.99               |2023-08-24 |
|78     |BLACKOUT PRIVATE           |Animation  |PG    |1.99               |2023-08-24 |
|84     |BOILED DARES               |Travel     |PG    |1.99               |2023-08-24 |
|88     |BORN SPINAL                |Travel     |PG    |1.99               |2023-08-24 |
|91     |BOUND CHEAPER              |Classics   |PG    |1.99               |2023-08-24 |
|93     |BRANNIGAN SUNRISE          |New        |PG    |1.99               |2023-08-24 |
|99     |BRINGING HYSTERICAL        |Comedy     |PG    |1.99               |2023-08-24 |
|103    |BUCKET BROTHERHOOD         |Travel     |PG    |1.99               |2023-08-24 |
|121    |CAROL TEXAS                |Animation  |PG    |1.99               |2023-08-24 |
|122    |CARRIE BUNCH               |Horror     |PG    |1.99               |2023-08-24 |
|131    |CENTER DINOSAUR            |Classics   |PG    |1.99               |2023-08-24 |
|132    |CHAINSAW UPTOWN            |Sci-Fi     |PG    |1.99               |2023-08-24 |
|134    |CHAMPION FLATLINERS        |Animation  |PG    |1.99               |2023-08-24 |
|137    |CHARADE DUFFEL             |Sci-Fi     |PG    |1.99               |2023-08-24 |
|139    |CHASING FIGHT              |Family     |PG    |1.99               |2023-08-24 |
|142    |CHICKEN HELLFIGHTERS       |Documentary|PG    |1.99               |2023-08-24 |
|143    |CHILL LUCK                 |Drama      |PG    |1.99               |2023-08-24 |
|144    |CHINATOWN GLADIATOR        |New        |PG    |1.99               |2023-08-24 |
|150    |CIDER DESIRE               |Documentary|PG    |1.99               |2023-08-24 |
|164    |COAST RAINBOW              |Documentary|PG    |1.99               |2023-08-24 |
|185    |COWBOY DOOM                |Foreign    |PG    |1.99               |2023-08-24 |
|188    |CRAZY HOME                 |Comedy     |PG    |1.99               |2023-08-24 |
|194    |CROW GREASE                |Action     |PG    |1.99               |2023-08-24 |
|201    |CYCLONE FAMILY             |Foreign    |PG    |1.99               |2023-08-24 |
|204    |DALMATIONS SWEDEN          |Drama      |PG    |1.99               |2023-08-24 |
|207    |DANGEROUS UPTOWN           |Foreign    |PG    |1.99               |2023-08-24 |
|215    |DAWN POND                  |Games      |PG    |1.99               |2023-08-24 |
|233    |DISCIPLE MOTHER            |Travel     |PG    |1.99               |2023-08-24 |
|252    |DREAM PICKUP               |Action     |PG    |1.99               |2023-08-24 |
|258    |DRUMS DYNAMITE             |Horror     |PG    |1.99               |2023-08-24 |
|265    |DYING MAKER                |Comedy     |PG    |1.99               |2023-08-24 |
|273    |EFFECT GLADIATOR           |Family     |PG    |1.99               |2023-08-24 |
|274    |EGG IGBY                   |Documentary|PG    |1.99               |2023-08-24 |
|275    |EGYPT TENENBAUMS           |Horror     |PG    |1.99               |2023-08-24 |
|290    |EVERYONE CRAFT             |Foreign    |PG    |1.99               |2023-08-24 |
|295    |EXPENDABLE STALLION        |Documentary|PG    |1.99               |2023-08-24 |
|305    |FATAL HAUNTED              |New        |PG    |1.99               |2023-08-24 |
|308    |FERRIS MOTHER              |Comedy     |PG    |1.99               |2023-08-24 |
|311    |FICTION CHRISTMAS          |Foreign    |PG    |1.99               |2023-08-24 |
|317    |FIREBALL PHILADELPHIA      |Comedy     |PG    |1.99               |2023-08-24 |
|327    |FOOL MOCKINGBIRD           |Action     |PG    |1.99               |2023-08-24 |
|336    |FRENCH HOLIDAY             |Documentary|PG    |1.99               |2023-08-24 |
|338    |FRISCO FORREST             |Sci-Fi     |PG    |1.99               |2023-08-24 |
|341    |FROST HEAD                 |Classics   |PG    |1.99               |2023-08-24 |
|343    |FULL FLATLINERS            |Children   |PG    |1.99               |2023-08-24 |
|345    |GABLES METROPOLIS          |Family     |PG    |1.99               |2023-08-24 |
|351    |GASLIGHT CRUSADE           |Horror     |PG    |1.99               |2023-08-24 |
|359    |GLADIATOR WESTWARD         |Family     |PG    |1.99               |2023-08-24 |
|369    |GOODFELLAS SALUTE          |Sci-Fi     |PG    |1.99               |2023-08-24 |
|374    |GRAFFITI LOVE              |Sci-Fi     |PG    |1.99               |2023-08-24 |
|380    |GREEK EVERYONE             |Foreign    |PG    |1.99               |2023-08-24 |
|382    |GRIT CLOCKWORK             |Games      |PG    |1.99               |2023-08-24 |
|404    |HATE HANDICAP              |Comedy     |PG    |1.99               |2023-08-24 |
|410    |HEAVEN FREEDOM             |Comedy     |PG    |1.99               |2023-08-24 |
|414    |HELLFIGHTERS SIERRA        |Foreign    |PG    |1.99               |2023-08-24 |
|420    |HOLES BRANNIGAN            |Sports     |PG    |1.99               |2023-08-24 |
|423    |HOLLYWOOD ANONYMOUS        |Children   |PG    |1.99               |2023-08-24 |
|433    |HORN WORKING               |Animation  |PG    |1.99               |2023-08-24 |
|443    |HURRICANE AFFAIR           |Comedy     |PG    |1.99               |2023-08-24 |
|446    |HYSTERICAL GRAIL           |Sports     |PG    |1.99               |2023-08-24 |
|463    |INSTINCT AIRPORT           |Sports     |PG    |1.99               |2023-08-24 |
|468    |INVASION CYCLONE           |Children   |PG    |1.99               |2023-08-24 |
|469    |IRON MOON                  |Classics   |PG    |1.99               |2023-08-24 |
|477    |JAWBREAKER BROOKLYN        |Music      |PG    |1.99               |2023-08-24 |
|479    |JEDI BENEATH               |Family     |PG    |1.99               |2023-08-24 |
|481    |JEKYLL FROGMEN             |New        |PG    |1.99               |2023-08-24 |
|485    |JERSEY SASSY               |Children   |PG    |1.99               |2023-08-24 |
|495    |KENTUCKIAN GIANT           |Horror     |PG    |1.99               |2023-08-24 |
|506    |LADY STAGE                 |Horror     |PG    |1.99               |2023-08-24 |
|515    |LEGALLY SECRETARY          |Children   |PG    |1.99               |2023-08-24 |
|516    |LEGEND JEDI                |Music      |PG    |1.99               |2023-08-24 |
|518    |LIAISONS SWEET             |Travel     |PG    |1.99               |2023-08-24 |
|524    |LION UNCUT                 |Comedy     |PG    |1.99               |2023-08-24 |
|527    |LOLA AGENT                 |Horror     |PG    |1.99               |2023-08-24 |
|532    |LOSER HUSTLER              |Sports     |PG    |1.99               |2023-08-24 |
|536    |LOVELY JINGLE              |Classics   |PG    |1.99               |2023-08-24 |
|547    |MAGIC MALLRATS             |Children   |PG    |1.99               |2023-08-24 |
|551    |MAIDEN HOME                |New        |PG    |1.99               |2023-08-24 |
|552    |MAJESTIC FLOATS            |Documentary|PG    |1.99               |2023-08-24 |
|555    |MALLRATS UNITED            |Comedy     |PG    |1.99               |2023-08-24 |
|557    |MANCHURIAN CURTAIN         |Family     |PG    |1.99               |2023-08-24 |
|564    |MASSAGE IMAGE              |Animation  |PG    |1.99               |2023-08-24 |
|576    |MIGHTY LUCK                |Documentary|PG    |1.99               |2023-08-24 |
|577    |MILE MULAN                 |Sports     |PG    |1.99               |2023-08-24 |
|586    |MOCKINGBIRD HOLLYWOOD      |Action     |PG    |1.99               |2023-08-24 |
|589    |MODERN DORADO              |Documentary|PG    |1.99               |2023-08-24 |
|590    |MONEY HAROLD               |New        |PG    |1.99               |2023-08-24 |
|591    |MONSOON CAUSE              |Games      |PG    |1.99               |2023-08-24 |
|592    |MONSTER SPARTACUS          |Music      |PG    |1.99               |2023-08-24 |
|595    |MOON BUNCH                 |Foreign    |PG    |1.99               |2023-08-24 |
|600    |MOTIONS DETAILS            |Horror     |PG    |1.99               |2023-08-24 |
|602    |MOURNING PURPLE            |Sci-Fi     |PG    |1.99               |2023-08-24 |
|603    |MOVIE SHAKESPEARE          |Family     |PG    |1.99               |2023-08-24 |
|605    |MULHOLLAND BEAST           |Foreign    |PG    |1.99               |2023-08-24 |
|607    |MUPPET MILE                |Foreign    |PG    |1.99               |2023-08-24 |
|608    |MURDER ANTITRUST           |Children   |PG    |1.99               |2023-08-24 |
|611    |MUSKETEERS WAIT            |Classics   |PG    |1.99               |2023-08-24 |
|618    |NECKLACE OUTBREAK          |Drama      |PG    |1.99               |2023-08-24 |
|623    |NEWTON LABYRINTH           |Foreign    |PG    |1.99               |2023-08-24 |
|624    |NIGHTMARE CHILL            |Games      |PG    |1.99               |2023-08-24 |
|628    |NORTHWEST POLISH           |Sports     |PG    |1.99               |2023-08-24 |
|635    |OKLAHOMA JUMANJI           |New        |PG    |1.99               |2023-08-24 |
|636    |OLEANDER CLUE              |Music      |PG    |1.99               |2023-08-24 |
|637    |OPEN AFRICAN               |Sci-Fi     |PG    |1.99               |2023-08-24 |
|639    |OPPOSITE NECKLACE          |Family     |PG    |1.99               |2023-08-24 |
|644    |OSCAR GOLD                 |Animation  |PG    |1.99               |2023-08-24 |
|645    |OTHERS SOUP                |Travel     |PG    |1.99               |2023-08-24 |
|656    |PAPI NECKLACE              |Travel     |PG    |1.99               |2023-08-24 |
|660    |PARTY KNOCK                |Comedy     |PG    |1.99               |2023-08-24 |
|662    |PATHS CONTROL              |Drama      |PG    |1.99               |2023-08-24 |
|664    |PATRIOT ROMAN              |Action     |PG    |1.99               |2023-08-24 |
|665    |PATTON INTERVIEW           |Horror     |PG    |1.99               |2023-08-24 |
|668    |PEAK FOREVER               |Sports     |PG    |1.99               |2023-08-24 |
|670    |PELICAN COMFORTS           |Documentary|PG    |1.99               |2023-08-24 |
|674    |PET HAUNTING               |Foreign    |PG    |1.99               |2023-08-24 |
|679    |PILOT HOOSIERS             |Family     |PG    |1.99               |2023-08-24 |
|680    |PINOCCHIO SIMON            |Comedy     |PG    |1.99               |2023-08-24 |
|681    |PIRATES ROXANNE            |Sports     |PG    |1.99               |2023-08-24 |
|688    |POLISH BROOKLYN            |Children   |PG    |1.99               |2023-08-24 |
|689    |POLLOCK DELIVERANCE        |Foreign    |PG    |1.99               |2023-08-24 |
|693    |POTTER CONNECTICUT         |Animation  |PG    |1.99               |2023-08-24 |
|695    |PRESIDENT BANG             |Family     |PG    |1.99               |2023-08-24 |
|699    |PRIVATE DROP               |Games      |PG    |1.99               |2023-08-24 |
|703    |PUNK DIVORCE               |Animation  |PG    |1.99               |2023-08-24 |
|706    |QUEEN LUKE                 |Drama      |PG    |1.99               |2023-08-24 |
|713    |RAINBOW SHOCK              |Documentary|PG    |1.99               |2023-08-24 |
|715    |RANGE MOONWALKER           |Family     |PG    |1.99               |2023-08-24 |
|719    |RECORDS ZORRO              |Sports     |PG    |1.99               |2023-08-24 |
|727    |RESURRECTION SILVERADO     |Family     |PG    |1.99               |2023-08-24 |
|729    |RIDER CADDYSHACK           |Sports     |PG    |1.99               |2023-08-24 |
|743    |ROOM ROMAN                 |Animation  |PG    |1.99               |2023-08-24 |
|753    |RUSH GOODFELLAS            |Family     |PG    |1.99               |2023-08-24 |
|755    |SABRINA MIDNIGHT           |Children   |PG    |1.99               |2023-08-24 |
|761    |SANTA PARIS                |Children   |PG    |1.99               |2023-08-24 |
|772    |SEA VIRGIN                 |Drama      |PG    |1.99               |2023-08-24 |
|776    |SECRET GROUNDHOG           |Documentary|PG    |1.99               |2023-08-24 |
|777    |SECRETARY ROUGE            |Sports     |PG    |1.99               |2023-08-24 |
|780    |SENSIBILITY REAR           |Family     |PG    |1.99               |2023-08-24 |
|783    |SHANE DARKNESS             |Travel     |PG    |1.99               |2023-08-24 |
|784    |SHANGHAI TYCOON            |Travel     |PG    |1.99               |2023-08-24 |
|785    |SHAWSHANK BUBBLE           |Travel     |PG    |1.99               |2023-08-24 |
|798    |SILVERADO GOLDFINGER       |Sci-Fi     |PG    |1.99               |2023-08-24 |
|802    |SKY MIRACLE                |Action     |PG    |1.99               |2023-08-24 |
|806    |SLEEPY JAPANESE            |New        |PG    |1.99               |2023-08-24 |
|810    |SLUMS DUCK                 |Family     |PG    |1.99               |2023-08-24 |
|814    |SNATCH SLIPPER             |Comedy     |PG    |1.99               |2023-08-24 |
|832    |SPLASH GUMP                |Family     |PG    |1.99               |2023-08-24 |
|836    |SQUAD FISH                 |Sports     |PG    |1.99               |2023-08-24 |
|837    |STAGE WORLD                |Comedy     |PG    |1.99               |2023-08-24 |
|841    |STAR OPERATION             |Sports     |PG    |1.99               |2023-08-24 |
|844    |STEERS ARMAGEDDON          |Sports     |PG    |1.99               |2023-08-24 |
|847    |STOCK GLASS                |New        |PG    |1.99               |2023-08-24 |
|859    |SUGAR WONKA                |Animation  |PG    |1.99               |2023-08-24 |
|867    |SUPER WYOMING              |Family     |PG    |1.99               |2023-08-24 |
|868    |SUPERFLY TRIP              |Travel     |PG    |1.99               |2023-08-24 |
