|id   |title                      |rental_date|total_late_return|
|882  |TENENBAUMS COMMAND         |2005-06-19 |1                |
|667  |PEACH INNOCENT             |2005-06-19 |1                |
|8    |AIRPORT POLLOCK            |2005-06-19 |1                |
|147  |CHOCOLAT HARRY             |2005-06-19 |1                |
|376  |GRAPES FURY                |2005-06-19 |1                |
|737  |ROCK INSTINCT              |2005-06-19 |1                |
|330  |FORRESTER COMANCHEROS      |2005-06-19 |1                |
|273  |EFFECT GLADIATOR           |2005-06-19 |1                |
|160  |CLUB GRAFFITI              |2005-06-19 |1                |
|808  |SLING LUKE                 |2005-06-19 |1                |
|21   |AMERICAN CIRCUS            |2005-06-19 |1                |
|465  |INTERVIEW LIAISONS         |2005-06-19 |1                |
|620  |NEMO CAMPUS                |2005-06-19 |1                |
|12   |ALASKA PHANTOM             |2005-06-19 |1                |
|388  |GUNFIGHT MOON              |2005-06-19 |1                |
|662  |PATHS CONTROL              |2005-06-19 |1                |
|749  |RULES HUMAN                |2005-06-19 |1                |
|892  |TITANIC BOONDOCK           |2005-06-19 |1                |
|187  |CRANES RESERVOIR           |2005-06-19 |1                |
|559  |MARRIED GO                 |2005-06-19 |1                |
|779  |SENSE GREEK                |2005-06-19 |1                |
|653  |PANIC CLUB                 |2005-06-19 |1                |
|181  |CONTACT ANONYMOUS          |2005-06-19 |1                |
|431  |HOOSIERS BIRDCAGE          |2005-06-19 |1                |
|964  |WATERFRONT DELIVERANCE     |2005-06-19 |1                |
|319  |FISH OPUS                  |2005-06-19 |1                |
|29   |ANTITRUST TOMATOES         |2005-06-19 |1                |
|133  |CHAMBER ITALIAN            |2005-06-19 |1                |
|331  |FORWARD TEMPLE             |2005-06-19 |1                |
|275  |EGYPT TENENBAUMS           |2005-06-19 |1                |
|791  |SHOW LORD                  |2005-06-19 |1                |
|591  |MONSOON CAUSE              |2005-06-19 |1                |
|564  |MASSAGE IMAGE              |2005-06-19 |1                |
|326  |FLYING HOOK                |2005-06-19 |1                |
|269  |EARRING INSTINCT           |2005-06-20 |1                |
|48   |BACKLASH UNDEFEATED        |2005-06-20 |1                |
|377  |GREASE YOUTH               |2005-06-20 |1                |
|827  |SPICE SORORITY             |2005-06-20 |1                |
|730  |RIDGEMONT SUBMARINE        |2005-06-20 |1                |
|73   |BINGO TALENTED             |2005-06-20 |1                |
|417  |HILLS NEIGHBORS            |2005-06-20 |1                |
|127  |CAT CONEHEADS              |2005-06-20 |1                |
|753  |RUSH GOODFELLAS            |2005-06-20 |1                |
|76   |BIRDCAGE CASPER            |2005-06-20 |1                |
|972  |WHISPERER GIANT            |2005-06-20 |1                |
|242  |DOOM DANCING               |2005-06-20 |1                |
|682  |PITTSBURGH HUNCHBACK       |2005-06-20 |1                |
|747  |ROXANNE REBEL              |2005-06-20 |1                |
|851  |STRAIGHT HOURS             |2005-06-20 |1                |
|370  |GORGEOUS BINGO             |2005-06-20 |1                |
|137  |CHARADE DUFFEL             |2005-06-20 |1                |
|527  |LOLA AGENT                 |2005-06-20 |1                |
|678  |PICKUP DRIVING             |2005-06-20 |1                |
|621  |NETWORK PEAK               |2005-06-20 |1                |
|744  |ROOTS REMEMBER             |2005-06-20 |1                |
|789  |SHOCK CABIN                |2005-06-20 |1                |
|686  |PLUTO OLEANDER             |2005-06-20 |1                |
|966  |WEDDING APOLLO             |2005-06-20 |1                |
|600  |MOTIONS DETAILS            |2005-06-20 |1                |
|435  |HOTEL HAPPINESS            |2005-06-20 |1                |
|390  |GUYS FALCON                |2005-06-20 |1                |
|579  |MINDS TRUMAN               |2005-06-20 |1                |
|550  |MAGUIRE APACHE             |2005-06-20 |1                |
|223  |DESIRE ALIEN               |2005-06-20 |1                |
|340  |FRONTIER CABIN             |2005-06-20 |1                |
|912  |TROJAN TOMORROW            |2005-06-20 |1                |
|925  |UNITED PILOT               |2005-06-20 |1                |
|83   |BLUES INSTINCT             |2005-06-20 |1                |
|314  |FIGHT JAWBREAKER           |2005-06-20 |1                |
|397  |HANKY OCTOBER              |2005-06-20 |1                |
|502  |KNOCK WARLOCK              |2005-06-20 |1                |
|879  |TELEGRAPH VOYAGE           |2005-06-20 |1                |
|303  |FANTASY TROOPERS           |2005-06-20 |1                |
|865  |SUNRISE LEAGUE             |2005-06-20 |1                |
|316  |FIRE WOLVES                |2005-06-20 |1                |
|267  |EAGLES PANKY               |2005-06-20 |1                |
|6    |AGENT TRUMAN               |2005-06-20 |1                |
|763  |SATISFACTION CONFIDENTIAL  |2005-06-20 |1                |
|922  |UNDEFEATED DALMATIONS      |2005-06-20 |1                |
|258  |DRUMS DYNAMITE             |2005-06-20 |1                |
|580  |MINE TITANS                |2005-06-20 |1                |
|863  |SUN CONFESSIONS            |2005-06-20 |1                |
|69   |BEVERLY OUTLAW             |2005-06-20 |1                |
|115  |CAMPUS REMEMBER            |2005-06-20 |1                |
|298  |EYES DRIVING               |2005-06-20 |1                |
|334  |FREDDY STORM               |2005-06-20 |1                |
|694  |PREJUDICE OLEANDER         |2005-06-20 |1                |
|995  |YENTL IDAHO                |2005-06-20 |1                |
|992  |WRATH MILE                 |2005-06-20 |1                |
|886  |THEORY MERMAID             |2005-06-20 |1                |
|317  |FIREBALL PHILADELPHIA      |2005-06-20 |1                |
|160  |CLUB GRAFFITI              |2005-06-20 |1                |
|646  |OUTBREAK DIVINE            |2005-06-20 |1                |
|64   |BEETHOVEN EXORCIST         |2005-06-20 |1                |
|956  |WANDA CHAMBER              |2005-06-20 |1                |
|305  |FATAL HAUNTED              |2005-06-20 |1                |
|289  |EVE RESURRECTION           |2005-06-20 |1                |
|552  |MAJESTIC FLOATS            |2005-06-20 |1                |
|951  |VOYAGE LEGALLY             |2005-06-20 |1                |
|24   |ANALYZE HOOSIERS           |2005-06-20 |1                |
|819  |SONG HEDWIG                |2005-06-20 |1                |
|429  |HONEY TIES                 |2005-06-20 |1                |
|877  |TAXI KICK                  |2005-06-20 |1                |
|816  |SNOWMAN ROLLERCOASTER      |2005-06-20 |1                |
|967  |WEEKEND PERSONAL           |2005-06-20 |1                |
|271  |EASY GLADIATOR             |2005-06-20 |1                |
|975  |WILLOW TRACY               |2005-06-20 |1                |
|641  |ORANGE GRAPES              |2005-06-20 |1                |
|681  |PIRATES ROXANNE            |2005-06-20 |1                |
|138  |CHARIOTS CONSPIRACY        |2005-06-20 |1                |
|135  |CHANCE RESURRECTION        |2005-06-20 |1                |
|114  |CAMELOT VACATION           |2005-06-20 |1                |
|524  |LION UNCUT                 |2005-06-20 |1                |
|308  |FERRIS MOTHER              |2005-06-20 |1                |
|513  |LEATHERNECKS DWARFS        |2005-06-20 |1                |
|619  |NEIGHBORS CHARADE          |2005-06-20 |1                |
|244  |DORADO NOTTING             |2005-06-20 |1                |
|208  |DARES PLUTO                |2005-06-20 |1                |
|129  |CAUSE DATE                 |2005-06-20 |1                |
|862  |SUMMER SCARFACE            |2005-06-20 |1                |
|247  |DOWNHILL ENOUGH            |2005-06-20 |1                |
|680  |PINOCCHIO SIMON            |2005-06-20 |1                |
|425  |HOLY TADPOLE               |2005-06-20 |1                |
|897  |TORQUE BOUND               |2005-06-20 |1                |
|947  |VISION TORQUE              |2005-06-20 |1                |
|296  |EXPRESS LONELY             |2005-06-20 |1                |
|366  |GOLDFINGER SENSIBILITY     |2005-06-20 |1                |
|23   |ANACONDA CONFESSIONS       |2005-06-20 |1                |
|969  |WEST LION                  |2005-06-20 |1                |
|670  |PELICAN COMFORTS           |2005-06-20 |1                |
|946  |VIRTUAL SPOILERS           |2005-06-20 |1                |
|821  |SORORITY QUEEN             |2005-06-20 |1                |
|530  |LORD ARIZONA               |2005-06-20 |1                |
|378  |GREATEST NORTH             |2005-06-20 |1                |
|253  |DRIFTER COMMANDMENTS       |2005-06-20 |1                |
|409  |HEARTBREAKERS BRIGHT       |2005-06-20 |1                |
|326  |FLYING HOOK                |2005-06-20 |1                |
|480  |JEEPERS WEDDING            |2005-06-20 |1                |
|981  |WOLVES DESIRE              |2005-06-20 |1                |
|596  |MOONSHINE CABIN            |2005-06-20 |1                |
|361  |GLEAMING JAWBREAKER        |2005-06-20 |1                |
|734  |ROAD ROXANNE               |2005-06-20 |1                |
|304  |FARGO GANDHI               |2005-06-20 |1                |
|249  |DRACULA CRYSTAL            |2005-06-20 |1                |
|172  |CONEHEADS SMOOCHY          |2005-06-20 |1                |
|489  |JUGGLER HARDLY             |2005-06-20 |1                |
|392  |HALL CASSIDY               |2005-06-20 |1                |
|856  |STREETCAR INTENTIONS       |2005-06-20 |1                |
|299  |FACTORY DRAGON             |2005-06-20 |1                |
|287  |ENTRAPMENT SATISFACTION    |2005-06-20 |1                |
|486  |JET NEIGHBORS              |2005-06-20 |1                |
|133  |CHAMBER ITALIAN            |2005-06-20 |1                |
|228  |DETECTIVE VISION           |2005-06-20 |1                |
|101  |BROTHERHOOD BLANKET        |2005-06-20 |1                |
|7    |AIRPLANE SIERRA            |2005-06-20 |1                |
|945  |VIRGINIAN PLUTO            |2005-06-20 |1                |
|707  |QUEST MUSSOLINI            |2005-06-20 |1                |
|577  |MILE MULAN                 |2005-06-20 |1                |
|32   |APOCALYPSE FLAMINGOS       |2005-06-20 |1                |
|403  |HARRY IDAHO                |2005-06-20 |1                |
|531  |LOSE INCH                  |2005-06-20 |1                |
|288  |ESCAPE METROPOLIS          |2005-06-20 |1                |
|382  |GRIT CLOCKWORK             |2005-06-20 |1                |
|938  |VELVET TERMINATOR          |2005-06-20 |1                |
|891  |TIMBERLAND SKY             |2005-06-20 |1                |
|432  |HOPE TOOTSIE               |2005-06-20 |1                |
|697  |PRIMARY GLASS              |2005-06-20 |1                |
|131  |CENTER DINOSAUR            |2005-06-20 |1                |
|702  |PULP BEVERLY               |2005-06-20 |1                |
|949  |VOLCANO TEXAS              |2005-06-20 |1                |
|78   |BLACKOUT PRIVATE           |2005-06-20 |1                |
|355  |GHOSTBUSTERS ELF           |2005-06-21 |1                |
|837  |STAGE WORLD                |2005-06-21 |1                |
|1    |ACADEMY DINOSAUR           |2005-06-21 |1                |
|908  |TRAP GUYS                  |2005-06-21 |1                |
|839  |STALLION SUNDANCE          |2005-06-21 |1                |
|158  |CLONES PINOCCHIO           |2005-06-21 |1                |
|664  |PATRIOT ROMAN              |2005-06-21 |1                |
|409  |HEARTBREAKERS BRIGHT       |2005-06-21 |1                |
|876  |TARZAN VIDEOTAPE           |2005-06-21 |1                |
|225  |DESTINATION JERK           |2005-06-21 |1                |
|889  |TIES HUNGER                |2005-06-21 |1                |
|545  |MADNESS ATTACKS            |2005-06-21 |1                |
|430  |HOOK CHARIOTS              |2005-06-21 |1                |
|715  |RANGE MOONWALKER           |2005-06-21 |1                |
|327  |FOOL MOCKINGBIRD           |2005-06-21 |1                |
|645  |OTHERS SOUP                |2005-06-21 |1                |
|315  |FINDING ANACONDA           |2005-06-21 |1                |
|311  |FICTION CHRISTMAS          |2005-06-21 |1                |
|969  |WEST LION                  |2005-06-21 |1                |
|308  |FERRIS MOTHER              |2005-06-21 |1                |
|798  |SILVERADO GOLDFINGER       |2005-06-21 |1                |
|154  |CLASH FREDDY               |2005-06-21 |1                |
|161  |CLUE GRAIL                 |2005-06-21 |1                |
|415  |HIGH ENCINO                |2005-06-21 |1                |
|273  |EFFECT GLADIATOR           |2005-06-21 |1                |
|866  |SUNSET RACER               |2005-06-21 |1                |
|794  |SIDE ARK                   |2005-06-21 |1                |
|247  |DOWNHILL ENOUGH            |2005-06-21 |1                |
|952  |WAGON JAWS                 |2005-06-21 |1                |
|838  |STAGECOACH ARMAGEDDON      |2005-06-21 |1                |
|912  |TROJAN TOMORROW            |2005-06-21 |1                |
|243  |DOORS PRESIDENT            |2005-06-21 |1                |
|504  |KWAI HOMEWARD              |2005-06-21 |1                |
|412  |HEAVYWEIGHTS BEAST         |2005-06-21 |1                |
|294  |EXPECATIONS NATURAL        |2005-06-21 |1                |
|366  |GOLDFINGER SENSIBILITY     |2005-06-21 |1                |
|997  |YOUTH KICK                 |2005-06-21 |1                |
|428  |HOMICIDE PEACH             |2005-06-21 |1                |
|486  |JET NEIGHBORS              |2005-06-21 |1                |
|598  |MOSQUITO ARMAGEDDON        |2005-06-21 |1                |
|846  |STING PERSONAL             |2005-06-21 |1                |
|521  |LIES TREATMENT             |2005-06-21 |1                |
|371  |GOSFORD DONNIE             |2005-06-21 |1                |
|865  |SUNRISE LEAGUE             |2005-06-21 |1                |
|551  |MAIDEN HOME                |2005-06-21 |1                |
|112  |CALENDAR GUNFIGHT          |2005-06-21 |1                |
|122  |CARRIE BUNCH               |2005-06-21 |1                |
|344  |FURY MURDER                |2005-06-21 |1                |
|465  |INTERVIEW LIAISONS         |2005-06-21 |1                |
|617  |NATURAL STOCK              |2005-06-21 |1                |
|364  |GODFATHER DIARY            |2005-06-21 |1                |
|101  |BROTHERHOOD BLANKET        |2005-06-21 |1                |
|56   |BAREFOOT MANCHURIAN        |2005-06-21 |1                |
|226  |DESTINY SATURDAY           |2005-06-21 |1                |
|720  |REDEMPTION COMFORTS        |2005-06-21 |1                |
|892  |TITANIC BOONDOCK           |2005-06-21 |1                |
|246  |DOUBTFIRE LABYRINTH        |2005-06-21 |1                |
|544  |MADISON TRAP               |2005-06-21 |1                |
|189  |CREATURES SHAKESPEARE      |2005-06-21 |1                |
|487  |JINGLE SAGEBRUSH           |2005-06-21 |1                |
|375  |GRAIL FRANKENSTEIN         |2005-06-21 |1                |
|229  |DEVIL DESIRE               |2005-06-21 |1                |
|677  |PIANIST OUTFIELD           |2005-06-21 |1                |
|538  |LOVERBOY ATTACKS           |2005-06-21 |1                |
|546  |MADRE GABLES               |2005-06-21 |1                |
|665  |PATTON INTERVIEW           |2005-06-21 |1                |
|455  |IMPOSSIBLE PREJUDICE       |2005-06-21 |1                |
|70   |BIKINI BORROWERS           |2005-06-21 |1                |
|649  |OZ LIAISONS                |2005-06-21 |1                |
|971  |WHALE BIKINI               |2005-06-21 |1                |
|944  |VIRGIN DAISY               |2005-06-21 |1                |
|707  |QUEST MUSSOLINI            |2005-06-21 |1                |
|126  |CASUALTIES ENCINO          |2005-06-21 |1                |
|989  |WORKING MICROCOSMOS        |2005-06-21 |1                |
|586  |MOCKINGBIRD HOLLYWOOD      |2005-06-21 |1                |
|506  |LADY STAGE                 |2005-06-21 |1                |
|567  |MEET CHOCOLATE             |2005-06-21 |1                |
|533  |LOST BIRD                  |2005-06-21 |1                |
|68   |BETRAYED REAR              |2005-06-21 |1                |
|345  |GABLES METROPOLIS          |2005-06-21 |1                |
|555  |MALLRATS UNITED            |2005-06-21 |1                |
|906  |TRAMP OTHERS               |2005-06-21 |1                |
|480  |JEEPERS WEDDING            |2005-06-21 |1                |
|670  |PELICAN COMFORTS           |2005-06-21 |1                |
|706  |QUEEN LUKE                 |2005-06-21 |1                |
|302  |FANTASIA PARK              |2005-06-21 |1                |
|650  |PACIFIC AMISTAD            |2005-06-21 |1                |
|90   |BOULEVARD MOB              |2005-06-21 |1                |
|121  |CAROL TEXAS                |2005-06-21 |1                |
|6    |AGENT TRUMAN               |2005-06-21 |1                |
|735  |ROBBERS JOON               |2005-06-21 |1                |
|745  |ROSES TREASURE             |2005-06-21 |1                |
|823  |SOUTH WAIT                 |2005-06-21 |1                |
|49   |BADMAN DAWN                |2005-06-21 |1                |
|135  |CHANCE RESURRECTION        |2005-06-21 |1                |
|750  |RUN PACIFIC                |2005-06-21 |1                |
|130  |CELEBRITY HORN             |2005-06-21 |1                |
|378  |GREATEST NORTH             |2005-06-21 |1                |
|757  |SAGEBRUSH CLUELESS         |2005-06-21 |1                |
|666  |PAYCHECK WAIT              |2005-06-21 |1                |
|145  |CHISUM BEHAVIOR            |2005-06-21 |1                |
|554  |MALKOVICH PET              |2005-06-21 |1                |
|597  |MOONWALKER FOOL            |2005-06-21 |1                |
|100  |BROOKLYN DESERT            |2005-06-21 |1                |
|240  |DOLLS RAGE                 |2005-06-21 |1                |
|601  |MOULIN WAKE                |2005-06-21 |1                |
|391  |HALF OUTFIELD              |2005-06-21 |1                |
|382  |GRIT CLOCKWORK             |2005-06-21 |1                |
|187  |CRANES RESERVOIR           |2005-06-21 |1                |
|358  |GILMORE BOILED             |2005-06-21 |1                |
|519  |LIBERTY MAGNIFICENT        |2005-06-21 |1                |
|395  |HANDICAP BOONDOCK          |2005-06-21 |1                |
|47   |BABY HALL                  |2005-06-21 |1                |
|764  |SATURDAY LAMBS             |2005-06-21 |1                |
|248  |DOZEN LION                 |2005-06-21 |1                |
|194  |CROW GREASE                |2005-06-21 |1                |
|462  |INSIDER ARIZONA            |2005-06-21 |1                |
|383  |GROOVE FICTION             |2005-06-21 |1                |
|374  |GRAFFITI LOVE              |2005-06-21 |1                |
|119  |CAPER MOTIONS              |2005-06-21 |1                |
|326  |FLYING HOOK                |2005-06-21 |1                |
|637  |OPEN AFRICAN               |2005-06-21 |1                |
|891  |TIMBERLAND SKY             |2005-06-21 |1                |
|376  |GRAPES FURY                |2005-07-05 |1                |
|184  |CORE SUIT                  |2005-07-05 |1                |
|600  |MOTIONS DETAILS            |2005-07-05 |1                |
|473  |JACKET FRISCO              |2005-07-05 |1                |
|934  |VANILLA DAY                |2005-07-05 |1                |
|326  |FLYING HOOK                |2005-07-05 |1                |
|285  |ENGLISH BULWORTH           |2005-07-05 |1                |
|16   |ALLEY EVOLUTION            |2005-07-05 |1                |
|23   |ANACONDA CONFESSIONS       |2005-07-05 |1                |
|887  |THIEF PELICAN              |2005-07-05 |1                |
|346  |GALAXY SWEETHEARTS         |2005-07-05 |1                |
|200  |CURTAIN VIDEOTAPE          |2005-07-05 |1                |
|645  |OTHERS SOUP                |2005-07-05 |1                |
|667  |PEACH INNOCENT             |2005-07-05 |1                |
|398  |HANOVER GALAXY             |2005-07-05 |1                |
|218  |DECEIVER BETRAYED          |2005-07-05 |1                |
|104  |BUGSY SONG                 |2005-07-05 |1                |
|501  |KISSING DOLLS              |2005-07-05 |1                |
|531  |LOSE INCH                  |2005-07-05 |1                |
|403  |HARRY IDAHO                |2005-07-06 |1                |
|480  |JEEPERS WEDDING            |2005-07-06 |1                |
|229  |DEVIL DESIRE               |2005-07-06 |1                |
|577  |MILE MULAN                 |2005-07-06 |1                |
|35   |ARACHNOPHOBIA ROLLERCOASTER|2005-07-06 |1                |
|519  |LIBERTY MAGNIFICENT        |2005-07-06 |1                |
|486  |JET NEIGHBORS              |2005-07-06 |1                |
|918  |TWISTED PIRATES            |2005-07-06 |1                |
|550  |MAGUIRE APACHE             |2005-07-06 |1                |
|629  |NOTORIOUS REUNION          |2005-07-06 |1                |
|315  |FINDING ANACONDA           |2005-07-06 |1                |
|987  |WORDS HUNTER               |2005-07-06 |1                |
|46   |AUTUMN CROW                |2005-07-06 |1                |
|846  |STING PERSONAL             |2005-07-06 |1                |
|578  |MILLION ACE                |2005-07-06 |1                |
|441  |HUNTER ALTER               |2005-07-06 |1                |
|916  |TURN STAR                  |2005-07-06 |1                |
|917  |TUXEDO MILE                |2005-07-06 |1                |
|267  |EAGLES PANKY               |2005-07-06 |1                |
|527  |LOLA AGENT                 |2005-07-06 |1                |
|787  |SHINING ROSES              |2005-07-06 |1                |
|378  |GREATEST NORTH             |2005-07-06 |1                |
|478  |JAWS HARRY                 |2005-07-06 |1                |
|48   |BACKLASH UNDEFEATED        |2005-07-06 |1                |
|927  |UPRISING UPTOWN            |2005-07-06 |1                |
|451  |IGBY MAKER                 |2005-07-06 |1                |
|418  |HOBBIT ALIEN               |2005-07-06 |1                |
|287  |ENTRAPMENT SATISFACTION    |2005-07-06 |1                |
|906  |TRAMP OTHERS               |2005-07-06 |1                |
|72   |BILL OTHERS                |2005-07-06 |1                |
|841  |STAR OPERATION             |2005-07-06 |1                |
|45   |ATTRACTION NEWTON          |2005-07-06 |1                |
|101  |BROTHERHOOD BLANKET        |2005-07-06 |1                |
|282  |ENCOUNTERS CURTAIN         |2005-07-06 |1                |
|135  |CHANCE RESURRECTION        |2005-07-06 |1                |
|313  |FIDELITY DEVIL             |2005-07-06 |1                |
|890  |TIGHTS DAWN                |2005-07-06 |1                |
|616  |NATIONAL STORY             |2005-07-06 |1                |
|474  |JADE BUNCH                 |2005-07-06 |1                |
|533  |LOST BIRD                  |2005-07-06 |1                |
|539  |LUCK OPUS                  |2005-07-06 |1                |
|295  |EXPENDABLE STALLION        |2005-07-06 |1                |
|73   |BINGO TALENTED             |2005-07-06 |1                |
|736  |ROBBERY BRIGHT             |2005-07-06 |1                |
|764  |SATURDAY LAMBS             |2005-07-06 |1                |
|350  |GARDEN ISLAND              |2005-07-06 |1                |
|242  |DOOM DANCING               |2005-07-06 |1                |
|567  |MEET CHOCOLATE             |2005-07-06 |1                |
|652  |PAJAMA JAWBREAKER          |2005-07-06 |1                |
|617  |NATURAL STOCK              |2005-07-06 |1                |
|753  |RUSH GOODFELLAS            |2005-07-06 |1                |
|185  |COWBOY DOOM                |2005-07-06 |1                |
|938  |VELVET TERMINATOR          |2005-07-06 |1                |
|823  |SOUTH WAIT                 |2005-07-06 |1                |
|337  |FRIDA SLIPPER              |2005-07-06 |1                |
|992  |WRATH MILE                 |2005-07-06 |1                |
|757  |SAGEBRUSH CLUELESS         |2005-07-06 |1                |
|491  |JUMPING WRATH              |2005-07-06 |1                |
|250  |DRAGON SQUAD               |2005-07-06 |1                |
|205  |DANCES NONE                |2005-07-06 |1                |
|99   |BRINGING HYSTERICAL        |2005-07-06 |1                |
|60   |BEAST HUNCHBACK            |2005-07-06 |1                |
|619  |NEIGHBORS CHARADE          |2005-07-06 |1                |
|399  |HAPPINESS UNITED           |2005-07-06 |1                |
|806  |SLEEPY JAPANESE            |2005-07-06 |1                |
|429  |HONEY TIES                 |2005-07-06 |1                |
|663  |PATIENT SISTER             |2005-07-06 |1                |
|438  |HUMAN GRAFFITI             |2005-07-06 |1                |
|245  |DOUBLE WRATH               |2005-07-06 |1                |
|274  |EGG IGBY                   |2005-07-06 |1                |
|655  |PANTHER REDS               |2005-07-06 |1                |
|271  |EASY GLADIATOR             |2005-07-06 |1                |
|91   |BOUND CHEAPER              |2005-07-06 |1                |
|930  |VACATION BOONDOCK          |2005-07-06 |1                |
|590  |MONEY HAROLD               |2005-07-06 |1                |
|241  |DONNIE ALLEY               |2005-07-06 |1                |
|456  |INCH JET                   |2005-07-06 |1                |
|818  |SOMETHING DUCK             |2005-07-06 |1                |
|396  |HANGING DEEP               |2005-07-06 |1                |
|973  |WIFE TURN                  |2005-07-06 |1                |
|720  |REDEMPTION COMFORTS        |2005-07-06 |1                |
|582  |MIRACLE VIRTUAL            |2005-07-06 |1                |
|131  |CENTER DINOSAUR            |2005-07-06 |1                |
|994  |WYOMING STORM              |2005-07-06 |1                |
|162  |CLUELESS BUCKET            |2005-07-06 |1                |
|693  |POTTER CONNECTICUT         |2005-07-06 |1                |
|363  |GO PURPLE                  |2005-07-06 |1                |
|999  |ZOOLANDER FICTION          |2005-07-06 |1                |
|489  |JUGGLER HARDLY             |2005-07-06 |1                |
|331  |FORWARD TEMPLE             |2005-07-06 |1                |
|24   |ANALYZE HOOSIERS           |2005-07-06 |1                |
|397  |HANKY OCTOBER              |2005-07-06 |1                |
|317  |FIREBALL PHILADELPHIA      |2005-07-06 |1                |
|630  |NOTTING SPEAKEASY          |2005-07-06 |1                |
|227  |DETAILS PACKER             |2005-07-06 |1                |
|641  |ORANGE GRAPES              |2005-07-06 |1                |
|528  |LOLITA WORLD               |2005-07-06 |1                |
|995  |YENTL IDAHO                |2005-07-06 |1                |
|691  |POSEIDON FOREVER           |2005-07-06 |1                |
|618  |NECKLACE OUTBREAK          |2005-07-06 |1                |
|549  |MAGNOLIA FORRESTER         |2005-07-06 |1                |
|684  |PIZZA JUMANJI              |2005-07-06 |1                |
|840  |STAMPEDE DISTURBING        |2005-07-06 |1                |
|880  |TELEMARK HEARTBREAKERS     |2005-07-06 |1                |
|269  |EARRING INSTINCT           |2005-07-06 |1                |
|510  |LAWLESS VISION             |2005-07-06 |1                |
|723  |REIGN GENTLEMEN            |2005-07-06 |1                |
|985  |WONDERLAND CHRISTMAS       |2005-07-06 |1                |
|373  |GRADUATE LORD              |2005-07-06 |1                |
|751  |RUNAWAY TENENBAUMS         |2005-07-06 |1                |
|233  |DISCIPLE MOTHER            |2005-07-06 |1                |
|872  |SWEET BROTHERHOOD          |2005-07-06 |1                |
|117  |CANDLES GRAPES             |2005-07-06 |1                |
|777  |SECRETARY ROUGE            |2005-07-06 |1                |
|76   |BIRDCAGE CASPER            |2005-07-06 |1                |
|838  |STAGECOACH ARMAGEDDON      |2005-07-06 |1                |
|646  |OUTBREAK DIVINE            |2005-07-06 |1                |
|394  |HAMLET WISDOM              |2005-07-06 |1                |
|912  |TROJAN TOMORROW            |2005-07-06 |1                |
|15   |ALIEN CENTER               |2005-07-06 |1                |
|897  |TORQUE BOUND               |2005-07-06 |1                |
|120  |CARIBBEAN LIBERTY          |2005-07-06 |1                |
|982  |WOMEN DORADO               |2005-07-06 |1                |
|709  |RACER EGG                  |2005-07-06 |1                |
|958  |WARDROBE PHANTOM           |2005-07-06 |1                |
|621  |NETWORK PEAK               |2005-07-06 |1                |
|638  |OPERATION OPERATION        |2005-07-06 |1                |
|370  |GORGEOUS BINGO             |2005-07-06 |1                |
|110  |CABIN FLASH                |2005-07-06 |1                |
|446  |HYSTERICAL GRAIL           |2005-07-06 |1                |
|677  |PIANIST OUTFIELD           |2005-07-06 |1                |
|984  |WONDERFUL DROP             |2005-07-06 |1                |
|783  |SHANE DARKNESS             |2005-07-06 |1                |
|737  |ROCK INSTINCT              |2005-07-06 |1                |
|901  |TRACY CIDER                |2005-07-06 |1                |
|408  |HEAD STRANGER              |2005-07-06 |1                |
|876  |TARZAN VIDEOTAPE           |2005-07-06 |1                |
|710  |RAGE GAMES                 |2005-07-06 |1                |
|395  |HANDICAP BOONDOCK          |2005-07-06 |1                |
|452  |ILLUSION AMELIE            |2005-07-06 |1                |
|30   |ANYTHING SAVANNAH          |2005-07-06 |1                |
|381  |GRINCH MASSAGE             |2005-07-06 |1                |
|875  |TALENTED HOMICIDE          |2005-07-06 |1                |
|328  |FOREVER CANDIDATE          |2005-07-06 |1                |
|738  |ROCKETEER MOTHER           |2005-07-06 |1                |
|835  |SPY MILE                   |2005-07-06 |1                |
|303  |FANTASY TROOPERS           |2005-07-06 |1                |
|551  |MAIDEN HOME                |2005-07-06 |1                |
|867  |SUPER WYOMING              |2005-07-06 |1                |
|750  |RUN PACIFIC                |2005-07-06 |1                |
|891  |TIMBERLAND SKY             |2005-07-06 |1                |
|25   |ANGELS LIFE                |2005-07-06 |1                |
|702  |PULP BEVERLY               |2005-07-06 |1                |
|246  |DOUBTFIRE LABYRINTH        |2005-07-06 |1                |
|591  |MONSOON CAUSE              |2005-07-06 |1                |
|341  |FROST HEAD                 |2005-07-06 |1                |
|211  |DARLING BREAKING           |2005-07-06 |1                |
|631  |NOVOCAINE FLIGHT           |2005-07-06 |1                |
|40   |ARMY FLINTSTONES           |2005-07-06 |1                |
|453  |IMAGE PRINCESS             |2005-07-06 |1                |
|434  |HORROR REIGN               |2005-07-06 |1                |
|791  |SHOW LORD                  |2005-07-06 |1                |
|147  |CHOCOLAT HARRY             |2005-07-06 |1                |
|902  |TRADING PINOCCHIO          |2005-07-06 |1                |
|374  |GRAFFITI LOVE              |2005-07-06 |1                |
|98   |BRIGHT ENCOUNTERS          |2005-07-06 |1                |
|895  |TOMORROW HUSTLER           |2005-07-06 |1                |
|8    |AIRPORT POLLOCK            |2005-07-06 |1                |
|84   |BOILED DARES               |2005-07-06 |1                |
|854  |STRANGERS GRAFFITI         |2005-07-06 |1                |
|121  |CAROL TEXAS                |2005-07-06 |1                |
